admin4_code,year,income_total,income_transfert,income_own,own_prop,own_pct,own_income_change,own_income_change_pct,own_prop_change,own_prop_change_pct
14522000000,2021,57693362.03,29111897.86,28581464.17,0.5,50.0%,NA,NA,NA,NA
14522000000,2022,46697580.41,24314625,22382955.409999996,0.48,48.0%,-0.22,-22%,-0.020000000000000018,-2%
14523000000,2021,16652788.07,9322788.64,7329999.43,0.44,44.0%,NA,NA,NA,NA
14523000000,2022,16291862.07,9936880,6354982.07,0.39,39.0%,-0.13,-13%,-0.04999999999999999,-5%
14524000000,2021,11284164.049999999,3727642.68,7556521.369999999,0.67,67.0%,NA,NA,NA,NA
14524000000,2022,8964232.64,3464063.84,5500168.800000001,0.61,61.0%,-0.27,-27%,-0.06000000000000005,-6%
14525000000,2021,62886218.68,29046601.49,33839617.19,0.54,54.0%,NA,NA,NA,NA
14525000000,2022,54413117.46,26738505.65,27674611.810000002,0.51,51.0%,-0.18,-18%,-0.030000000000000027,-3%
14526000000,2021,14898426.85,7182436.44,7715990.409999999,0.52,52.0%,NA,NA,NA,NA
14526000000,2022,8467001.44,6185300,2281701.4399999995,0.27,27.0%,-0.7,-70%,-0.25,-25%
14527000000,2021,15667600.24,7906589.66,7761010.58,0.5,50.0%,NA,NA,NA,NA
14527000000,2022,16617631.49,8347228.88,8270402.61,0.5,50.0%,0.07,7%,0,0%
14528000000,2021,38246067.86,19722323.45,18523744.41,0.48,48.0%,NA,NA,NA,NA
14528000000,2022,36010123.35,18229521.26,17780602.09,0.49,49.0%,-0.04,-4%,0.010000000000000009,1%
14529000000,2021,142387526.97,59392093.21,82995433.75999999,0.58,58.0%,NA,NA,NA,NA
14529000000,2022,169227789.95,50168037.99,119059751.95999998,0.7,70.0%,0.43,43%,0.12,12%
14530000000,2021,73720875.1,39067998.02,34652877.07999999,0.47,47.0%,NA,NA,NA,NA
14530000000,2022,52228399.07,34071125.1,18157273.97,0.35,35.0%,-0.48,-48%,-0.12,-12%
14531000000,2021,63383872.17,33153105.95,30230766.220000003,0.48,48.0%,NA,NA,NA,NA
14531000000,2022,60332775.87,29011071.88,31321703.99,0.52,52.0%,0.04,4%,0.040000000000000036,4%
14532000000,2021,87870406.66,41847475.28,46022931.379999995,0.52,52.0%,NA,NA,NA,NA
14532000000,2022,57840757.1,37460731.75,20380025.35,0.35,35.0%,-0.56,-56%,-0.17000000000000004,-17%
14534000000,2021,24019187.2,14090186.27,9929000.93,0.41,41.0%,NA,NA,NA,NA
14534000000,2022,18840234.49,11651915.03,7188319.459999999,0.38,38.0%,-0.28,-28%,-0.02999999999999997,-3%
14535000000,2021,25003424.57,16630204.02,8373220.550000001,0.33,33.0%,NA,NA,NA,NA
14535000000,2022,16764607.55,14762815.79,2001791.7600000016,0.12,12.0%,-0.76,-76%,-0.21000000000000002,-21%
14538000000,2021,35962399.98,12726552.26,23235847.72,0.65,65.0%,NA,NA,NA,NA
14538000000,2022,30623479.669999998,12700164.7,17923314.97,0.59,59.0%,-0.23,-23%,-0.06000000000000005,-6%
14539000000,2021,25333906.54,12206054.22,13127852.319999998,0.52,52.0%,NA,NA,NA,NA
14539000000,2022,20623793.95,10458638.34,10165155.61,0.49,49.0%,-0.23,-23%,-0.030000000000000027,-3%
14540000000,2021,23192621.45,13759831.64,9432789.809999999,0.41,41.0%,NA,NA,NA,NA
14540000000,2022,19554638.97,11820600.89,7734038.079999998,0.4,40.0%,-0.18,-18%,-0.009999999999999953,-1%
14541000000,2021,16885508.03,9770028,7115480.030000001,0.42,42.0%,NA,NA,NA,NA
14541000000,2022,13985731.29,9764350,4221381.289999999,0.3,30.0%,-0.41,-41%,-0.12,-12%
14542000000,2021,37001642.3,13971788.92,23029853.379999995,0.62,62.0%,NA,NA,NA,NA
14542000000,2022,31571117.51,13576238.8,17994878.71,0.57,57.0%,-0.22,-22%,-0.050000000000000044,-5%
14543000000,2021,46334862.46,24907636.37,21427226.09,0.46,46.0%,NA,NA,NA,NA
14543000000,2022,45381553.89,23349711,22031842.89,0.49,49.0%,0.03,3%,0.02999999999999997,3%
14544000000,2021,64921532.42,35960055.19,28961477.230000004,0.45,45.0%,NA,NA,NA,NA
14544000000,2022,60395457.54,31951305,28444152.54,0.47,47.0%,-0.02,-2%,0.019999999999999962,2%
14545000000,2021,63948340.49,31279334.08,32669006.410000004,0.51,51.0%,NA,NA,NA,NA
14545000000,2022,48679698.35,26405799.53,22273898.82,0.46,46.0%,-0.32,-32%,-0.04999999999999999,-5%
14546000000,2021,32323015.72,18830334.15,13492681.57,0.42,42.0%,NA,NA,NA,NA
14546000000,2022,25842360.28,18486951.88,7355408.400000002,0.28,28.0%,-0.45,-45%,-0.13999999999999996,-14%
14547000000,2021,36996756.32,18623481.63,18373274.69,0.5,50.0%,NA,NA,NA,NA
14547000000,2022,37052715.32,19162227.66,17890487.66,0.48,48.0%,-0.03,-3%,-0.020000000000000018,-2%
14548000000,2021,81544242.62,45044126.27,36500116.35,0.45,45.0%,NA,NA,NA,NA
14548000000,2022,79253712.37,41273729.38,37979982.99,0.48,48.0%,0.04,4%,0.02999999999999997,3%
14549000000,2021,1912701598.3,404575023.89,1508126574.4099998,0.79,79.0%,NA,NA,NA,NA
14549000000,2022,2258422061.77,394869382.68,1863552679.09,0.83,83.0%,0.24,24%,0.039999999999999925,4%
14550000000,2021,67920489.31,33139595.47,34780893.84,0.51,51.0%,NA,NA,NA,NA
14550000000,2022,53985077.53,27610505.8,26374571.73,0.49,49.0%,-0.24,-24%,-0.020000000000000018,-2%
14551000000,2021,64823872.21,19100483.92,45723388.29,0.71,71.0%,NA,NA,NA,NA
14551000000,2022,137185168.68,14088935.38,123096233.30000001,0.9,90.0%,1.69,169%,0.19000000000000006,19%
14552000000,2021,227858336.08,98159232.71,129699103.37000002,0.57,57.0%,NA,NA,NA,NA
14552000000,2022,326825599.76,86743362.34,240082237.42,0.73,73.0%,0.85,85%,0.16000000000000003,16%
14553000000,2021,36405403.99,21712148.66,14693255.330000002,0.4,40.0%,NA,NA,NA,NA
14553000000,2022,25084000.21,18370708.75,6713291.460000001,0.27,27.0%,-0.54,-54%,-0.13,-13%
14554000000,2021,22142880.6,13418465,8724415.600000001,0.39,39.0%,NA,NA,NA,NA
14554000000,2022,16919883.04,11848900,5070983.039999999,0.3,30.0%,-0.42,-42%,-0.09000000000000002,-9%
14555000000,2021,27551595,12369434,15182161,0.55,55.0%,NA,NA,NA,NA
14555000000,2022,41447072.26,9801572.82,31645499.439999998,0.76,76.0%,1.08,108%,0.20999999999999996,21%
14556000000,2021,41042275.47,18377107.95,22665167.52,0.55,55.0%,NA,NA,NA,NA
14556000000,2022,37235983.21,17283698,19952285.21,0.54,54.0%,-0.12,-12%,-0.010000000000000009,-1%
14557000000,2021,281289466.96999997,40744016.44,240545450.52999997,0.86,86.0%,NA,NA,NA,NA
14557000000,2022,316881659.22,39394426.06,277487233.16,0.88,88.0%,0.15,15%,0.020000000000000018,2%
15501000000,2021,155687011.63,73869001,81818010.63,0.53,53.0%,NA,NA,NA,NA
15501000000,2022,139119052.2,51949955.7,87169096.49999999,0.63,63.0%,0.07,7%,0.09999999999999998,10%
15502000000,2021,104615040.95,50145050,54469990.95,0.52,52.0%,NA,NA,NA,NA
15502000000,2022,102507048.53,39199950,63307098.53,0.62,62.0%,0.16,16%,0.09999999999999998,10%
15503000000,2021,54415203.2,30778614,23636589.200000003,0.43,43.0%,NA,NA,NA,NA
15503000000,2022,58979936.36,30970481.7,28009454.66,0.47,47.0%,0.19,19%,0.03999999999999998,4%
15504000000,2021,61930752.98,14329001,47601751.98,0.77,77.0%,NA,NA,NA,NA
15504000000,2022,78688950.49,15299005,63389945.489999995,0.81,81.0%,0.33,33%,0.040000000000000036,4%
15505000000,2021,20971722.31,14338067,6633655.309999999,0.32,32.0%,NA,NA,NA,NA
15505000000,2022,23215870.63,16794800,6421070.629999999,0.28,28.0%,-0.03,-3%,-0.03999999999999998,-4%
15506000000,2021,13812667.02,8677186,5135481.02,0.37,37.0%,NA,NA,NA,NA
15506000000,2022,13470333.74,9202875,4267458.74,0.32,32.0%,-0.17,-17%,-0.04999999999999999,-5%
15507000000,2021,12217991.11,7119409,5098582.109999999,0.42,42.0%,NA,NA,NA,NA
15507000000,2022,13708023.31,7347695,6360328.3100000005,0.46,46.0%,0.25,25%,0.040000000000000036,4%
15508000000,2021,14487411.36,8379881,6107530.359999999,0.42,42.0%,NA,NA,NA,NA
15508000000,2022,13425108.77,8245100,5180008.77,0.39,39.0%,-0.15,-15%,-0.02999999999999997,-3%
15509000000,2021,40690009.51,15122700,25567309.509999998,0.63,63.0%,NA,NA,NA,NA
15509000000,2022,47141708.11,15379650,31762058.11,0.67,67.0%,0.24,24%,0.040000000000000036,4%
15510000000,2021,39397805.6,21598781,17799024.6,0.45,45.0%,NA,NA,NA,NA
15510000000,2022,35880818.3,20655364,15225454.299999997,0.42,42.0%,-0.14,-14%,-0.030000000000000027,-3%
15511000000,2021,29505344.3,18205755,11299589.3,0.38,38.0%,NA,NA,NA,NA
15511000000,2022,27789361.32,17560890,10228471.32,0.37,37.0%,-0.09,-9%,-0.010000000000000009,-1%
15512000000,2021,29270862.38,21091382,8179480.379999999,0.28,28.0%,NA,NA,NA,NA
15512000000,2022,29697521.75,20483433.94,9214087.809999999,0.31,31.0%,0.13,13%,0.02999999999999997,3%
15513000000,2021,131379100.2,65781283.9,65597816.300000004,0.5,50.0%,NA,NA,NA,NA
15513000000,2022,107882456.13,43977150,63905306.129999995,0.59,59.0%,-0.03,-3%,0.08999999999999997,9%
15514000000,2021,90751863.01,56672184.95,34079678.06,0.38,38.0%,NA,NA,NA,NA
15514000000,2022,80063755.8,32235531.4,47828224.4,0.6,60.0%,0.4,40%,0.21999999999999997,22%
15515000000,2021,61361457.58,38877163,22484294.58,0.37,37.0%,NA,NA,NA,NA
15515000000,2022,69235289.4,42574038.6,26661250.800000004,0.39,39.0%,0.19,19%,0.020000000000000018,2%
15516000000,2021,61271873.85,24601614.16,36670259.69,0.6,60.0%,NA,NA,NA,NA
15516000000,2022,64462497.66,29416715,35045782.66,0.54,54.0%,-0.04,-4%,-0.05999999999999994,-6%
15517000000,2021,55598963.74,35245887.44,20353076.300000004,0.37,37.0%,NA,NA,NA,NA
15517000000,2022,47449478.87,27204710,20244768.869999997,0.43,43.0%,-0.01,-1%,0.06,6%
15518000000,2021,146749919.55,22558658,124191261.55000001,0.85,85.0%,NA,NA,NA,NA
15518000000,2022,146681853.54,24784955,121896898.53999999,0.83,83.0%,-0.02,-2%,-0.020000000000000018,-2%
15519000000,2021,56919564.52,28685673,28233891.520000003,0.5,50.0%,NA,NA,NA,NA
15519000000,2022,50950372.98,31031665.16,19918707.819999997,0.39,39.0%,-0.29,-29%,-0.10999999999999999,-11%
15520000000,2021,19240984.88,12004861,7236123.879999999,0.38,38.0%,NA,NA,NA,NA
15520000000,2022,18039646.07,11943629,6096017.07,0.34,34.0%,-0.16,-16%,-0.03999999999999998,-4%
15521000000,2021,53765674.95,33476951.06,20288723.890000004,0.38,38.0%,NA,NA,NA,NA
15521000000,2022,48780894.93,26582500.5,22198394.43,0.46,46.0%,0.09,9%,0.08000000000000002,8%
15522000000,2021,14466105.32,9678009,4788096.32,0.33,33.0%,NA,NA,NA,NA
15522000000,2022,14411141.44,9504400,4906741.4399999995,0.34,34.0%,0.02,2%,0.010000000000000009,1%
15523000000,2021,33971088.86,20919684,13051404.86,0.38,38.0%,NA,NA,NA,NA
15523000000,2022,30515731.81,20699784,9815947.809999999,0.32,32.0%,-0.25,-25%,-0.06,-6%
15524000000,2021,41798072.86,30639530,11158542.86,0.27,27.0%,NA,NA,NA,NA
15524000000,2022,40765256.68,31978990,8786266.68,0.22,22.0%,-0.21,-21%,-0.05000000000000002,-5%
15525000000,2021,108048807.11,9146384,98902423.11,0.92,92.0%,NA,NA,NA,NA
15525000000,2022,81355466.08,10298395,71057071.08,0.87,87.0%,-0.28,-28%,-0.050000000000000044,-5%
15526000000,2021,109264239.48,63848336.05,45415903.43000001,0.42,42.0%,NA,NA,NA,NA
15526000000,2022,111652756.21,59059527.49,52593228.71999999,0.47,47.0%,0.16,16%,0.04999999999999999,5%
15527000000,2021,91551496.1,47799594.41,43751901.69,0.48,48.0%,NA,NA,NA,NA
15527000000,2022,87555310.8,43007055.2,44548255.599999994,0.51,51.0%,0.02,2%,0.030000000000000027,3%
15528000000,2021,83368559.77,40644650,42723909.769999996,0.51,51.0%,NA,NA,NA,NA
15528000000,2022,227846067.5,40952405,186893662.5,0.82,82.0%,3.37,337%,0.30999999999999994,31%
15529000000,2021,125535023.45,15797994,109737029.45,0.87,87.0%,NA,NA,NA,NA
15529000000,2022,143358200.96,17440400,125917800.96000001,0.88,88.0%,0.15,15%,0.010000000000000009,1%
15530000000,2021,25880761.4,15092052,10788709.399999999,0.42,42.0%,NA,NA,NA,NA
15530000000,2022,22020577.84,12949175,9071402.84,0.41,41.0%,-0.16,-16%,-0.010000000000000009,-1%
15531000000,2021,20834685.3,8552137,12282548.3,0.59,59.0%,NA,NA,NA,NA
15531000000,2022,19789439.03,8411805,11377634.030000001,0.57,57.0%,-0.07,-7%,-0.020000000000000018,-2%
15532000000,2021,30737671.27,16129074,14608597.27,0.48,48.0%,NA,NA,NA,NA
15532000000,2022,27921877.78,15842370,12079507.780000001,0.43,43.0%,-0.17,-17%,-0.04999999999999999,-5%
15533000000,2021,22351449.76,13141334,9210115.760000002,0.41,41.0%,NA,NA,NA,NA
15533000000,2022,22550371.7,12095665,10454706.7,0.46,46.0%,0.14,14%,0.050000000000000044,5%
15534000000,2021,33190120.5,17270273.06,15919847.440000001,0.48,48.0%,NA,NA,NA,NA
15534000000,2022,38922940.55,18381621,20541319.549999997,0.53,53.0%,0.29,29%,0.050000000000000044,5%
15535000000,2021,28230410.99,13002841,15227569.989999998,0.54,54.0%,NA,NA,NA,NA
15535000000,2022,29806596.59,14172190,15634406.59,0.52,52.0%,0.03,3%,-0.020000000000000018,-2%
15536000000,2021,20148276.03,10592625.32,9555650.71,0.47,47.0%,NA,NA,NA,NA
15536000000,2022,17755660.85,10248805,7506855.8500000015,0.42,42.0%,-0.21,-21%,-0.04999999999999999,-5%
15537000000,2021,11910665.38,4888649,7022016.380000001,0.59,59.0%,NA,NA,NA,NA
15537000000,2022,12737236.62,4627205,8110031.619999999,0.64,64.0%,0.15,15%,0.050000000000000044,5%
15538000000,2021,72277376.28,38864361,33413015.28,0.46,46.0%,NA,NA,NA,NA
15538000000,2022,73830414.52,35269415,38560999.519999996,0.52,52.0%,0.15,15%,0.06,6%
15539000000,2021,110374139.79,56158578.32,54215561.470000006,0.49,49.0%,NA,NA,NA,NA
15539000000,2022,109397817.18,56283254.98,53114562.20000001,0.49,49.0%,-0.02,-2%,0,0%
15540000000,2021,177332460.73,58256033.08,119076427.64999999,0.67,67.0%,NA,NA,NA,NA
15540000000,2022,223836127.01,55496444.56,168339682.45,0.75,75.0%,0.41,41%,0.07999999999999996,8%
15541000000,2021,84588631.82,40779690,43808941.81999999,0.52,52.0%,NA,NA,NA,NA
15541000000,2022,139578249.48,38587283,100990966.47999999,0.72,72.0%,1.31,131%,0.19999999999999996,20%
15542000000,2021,62791819.04,39771400,23020419.04,0.37,37.0%,NA,NA,NA,NA
15542000000,2022,58598035.39,38652420,19945615.39,0.34,34.0%,-0.13,-13%,-0.02999999999999997,-3%
15543000000,2021,37614935.96,24507860,13107075.96,0.35,35.0%,NA,NA,NA,NA
15543000000,2022,33941779.21,22656325,11285454.21,0.33,33.0%,-0.14,-14%,-0.019999999999999962,-2%
15544000000,2021,47337127.13,28085633.19,19251493.94,0.41,41.0%,NA,NA,NA,NA
15544000000,2022,51060689.57,28564160,22496529.57,0.44,44.0%,0.17,17%,0.030000000000000027,3%
15545000000,2021,90697239.96,33387402.6,57309837.35999999,0.63,63.0%,NA,NA,NA,NA
15545000000,2022,73766238.65,30253407.07,43512831.580000006,0.59,59.0%,-0.24,-24%,-0.040000000000000036,-4%
15546000000,2021,49996117.08,29121834,20874283.08,0.42,42.0%,NA,NA,NA,NA
15546000000,2022,47677722.54,29887655,17790067.54,0.37,37.0%,-0.15,-15%,-0.04999999999999999,-5%
15547000000,2021,33730662.26,25814804,7915858.259999998,0.23,23.0%,NA,NA,NA,NA
15547000000,2022,35241264.79,26265120,8976144.79,0.25,25.0%,0.13,13%,0.01999999999999999,2%
15548000000,2021,53286172.32,23140781,30145391.32,0.57,57.0%,NA,NA,NA,NA
15548000000,2022,261108231.73,18178860,242929371.73,0.93,93.0%,7.06,706%,0.3600000000000001,36%
15549000000,2021,19508299.91,14610965,4897334.91,0.25,25.0%,NA,NA,NA,NA
15549000000,2022,17404990.97,13229670,4175320.969999999,0.24,24.0%,-0.15,-15%,-0.010000000000000009,-1%
15550000000,2021,56079128.2,23719923,32359205.200000003,0.58,58.0%,NA,NA,NA,NA
15550000000,2022,95856579.42,23235921,72620658.42,0.76,76.0%,1.24,124%,0.18000000000000005,18%
15551000000,2021,14739995.93,10004657,4735338.93,0.32,32.0%,NA,NA,NA,NA
15551000000,2022,14463317.48,9705565,4757752.48,0.33,33.0%,0,0%,0.010000000000000009,1%
15552000000,2021,56170361.33,30623004.5,25547356.83,0.45,45.0%,NA,NA,NA,NA
15552000000,2022,60247491.57,30497318.81,29750172.76,0.49,49.0%,0.16,16%,0.03999999999999998,4%
15553000000,2021,405384308.53000003,123616079.02,281768229.51000005,0.7,70.0%,NA,NA,NA,NA
15553000000,2022,530796401.94,80753219.02,450043182.92,0.85,85.0%,0.6,60%,0.15000000000000002,15%
15554000000,2021,41399744.23,6337755,35061989.23,0.85,85.0%,NA,NA,NA,NA
15554000000,2022,28722717.54,5235795,23486922.54,0.82,82.0%,-0.33,-33%,-0.030000000000000027,-3%
15555000000,2021,84077232.03,42133795,41943437.03,0.5,50.0%,NA,NA,NA,NA
15555000000,2022,85829504.42,39803345,46026159.42,0.54,54.0%,0.1,10%,0.040000000000000036,4%
15556000000,2021,13294417.94,9430779.5,3863638.4399999995,0.29,29.0%,NA,NA,NA,NA
15556000000,2022,14733665.24,9743535,4990130.24,0.34,34.0%,0.29,29%,0.050000000000000044,5%
15557000000,2021,24476087.05,17902115,6573972.050000001,0.27,27.0%,NA,NA,NA,NA
15557000000,2022,25495558.46,18374735,7120823.460000001,0.28,28.0%,0.08,8%,0.010000000000000009,1%
15558000000,2021,24528338.68,12250803,12277535.68,0.5,50.0%,NA,NA,NA,NA
15558000000,2022,25273128.11,13285470,11987658.11,0.47,47.0%,-0.02,-2%,-0.030000000000000027,-3%
15559000000,2021,25774537.43,15123964,10650573.43,0.41,41.0%,NA,NA,NA,NA
15559000000,2022,24393883.919999998,16241890,8151993.919999998,0.33,33.0%,-0.23,-23%,-0.07999999999999996,-8%
15560000000,2021,45574254.2,32859681.63,12714572.570000004,0.28,28.0%,NA,NA,NA,NA
15560000000,2022,47195872.55,30963181,16232691.549999997,0.34,34.0%,0.28,28%,0.06,6%
15561000000,2021,34265391.58,20174738.72,14090652.86,0.41,41.0%,NA,NA,NA,NA
15561000000,2022,29075257.51,14661400.88,14413856.63,0.5,50.0%,0.02,2%,0.09000000000000002,9%
15562000000,2021,95168906.81,27594473,67574433.81,0.71,71.0%,NA,NA,NA,NA
15562000000,2022,86887055.27,30312160,56574895.269999996,0.65,65.0%,-0.16,-16%,-0.05999999999999994,-6%
15563000000,2021,78643815.91,32656314.7,45987501.20999999,0.58,58.0%,NA,NA,NA,NA
15563000000,2022,70953605.01,25378356.68,45575248.330000006,0.64,64.0%,-0.01,-1%,0.06000000000000005,6%
15564000000,2021,4909714677.39,937642550.9000001,3972072126.4900002,0.81,81.0%,NA,NA,NA,NA
15564000000,2022,5038251686.11,929534408.33,4108717277.7799997,0.82,82.0%,0.03,3%,0.009999999999999898,1%
15565000000,2021,26077879.43,12475185,13602694.43,0.52,52.0%,NA,NA,NA,NA
15565000000,2022,24457347.52,12787760,11669587.52,0.48,48.0%,-0.14,-14%,-0.040000000000000036,-4%
15566000000,2021,29907483.42,22431051,7476432.420000002,0.25,25.0%,NA,NA,NA,NA
15566000000,2022,29794877.25,21118660,8676217.25,0.29,29.0%,0.16,16%,0.03999999999999998,4%
15567000000,2021,17106136.67,9687603,7418533.670000002,0.43,43.0%,NA,NA,NA,NA
15567000000,2022,16908273.78,9701755,7206518.780000001,0.43,43.0%,-0.03,-3%,0,0%
15568000000,2021,27441762.9,16093244,11348518.899999999,0.41,41.0%,NA,NA,NA,NA
15568000000,2022,28883134.2,17204860,11678274.2,0.4,40.0%,0.03,3%,-0.009999999999999953,-1%
15569000000,2021,153086486.05,43447328,109639158.05000001,0.72,72.0%,NA,NA,NA,NA
15569000000,2022,188015952.15,44567639.72,143448312.43,0.76,76.0%,0.31,31%,0.040000000000000036,4%
15570000000,2021,26469937.82,15579504,10890433.82,0.41,41.0%,NA,NA,NA,NA
15570000000,2022,28387301.62,15637490,12749811.620000001,0.45,45.0%,0.17,17%,0.040000000000000036,4%
15571000000,2021,149694722.42,63368594,86326128.41999999,0.58,58.0%,NA,NA,NA,NA
15571000000,2022,198630348.52,64446158,134184190.52000001,0.68,68.0%,0.55,55%,0.10000000000000009,10%
15572000000,2021,173930213.69,108346176.58,65584037.11,0.38,38.0%,NA,NA,NA,NA
15572000000,2022,148370935.02,66587524,81783411.02000001,0.55,55.0%,0.25,25%,0.17000000000000004,17%
15573000000,2021,65599215.4,41784289.36,23814926.04,0.36,36.0%,NA,NA,NA,NA
15573000000,2022,59498581.72,33611245,25887336.72,0.44,44.0%,0.09,9%,0.08000000000000002,8%
15574000000,2021,74712285.97,33443595,41268690.97,0.55,55.0%,NA,NA,NA,NA
15574000000,2022,92265934.9,36615615,55650319.900000006,0.6,60.0%,0.35,35%,0.04999999999999993,5%
15575000000,2021,156220367.67,98058795.64,58161572.02999999,0.37,37.0%,NA,NA,NA,NA
15575000000,2022,155934911.45,99731791.35,56203120.099999994,0.36,36.0%,-0.03,-3%,-0.010000000000000009,-1%
15576000000,2021,34721780.69,14280910,20440870.689999998,0.59,59.0%,NA,NA,NA,NA
15576000000,2022,28596867.06,16327290,12269577.059999999,0.43,43.0%,-0.4,-40%,-0.15999999999999998,-16%
15577000000,2021,13904691.14,5163331,8741360.14,0.63,63.0%,NA,NA,NA,NA
15577000000,2022,15636754.98,6004075,9632679.98,0.62,62.0%,0.1,10%,-0.010000000000000009,-1%
15578000000,2021,24046442.64,13192128,10854314.64,0.45,45.0%,NA,NA,NA,NA
15578000000,2022,21790909.09,11001695,10789214.09,0.5,50.0%,-0.01,-1%,0.04999999999999999,5%
15579000000,2021,40480542.74,13675790,26804752.740000002,0.66,66.0%,NA,NA,NA,NA
15579000000,2022,41540770.74,14138059,27402711.740000002,0.66,66.0%,0.02,2%,0,0%
15580000000,2021,10369032.37,6618758,3750274.369999999,0.36,36.0%,NA,NA,NA,NA
15580000000,2022,10277023.99,7108430,3168593.99,0.31,31.0%,-0.16,-16%,-0.04999999999999999,-5%
15581000000,2021,42991016.3,25648632.77,17342383.529999997,0.4,40.0%,NA,NA,NA,NA
15581000000,2022,41839274.36,21787203.92,20052070.439999998,0.48,48.0%,0.16,16%,0.07999999999999996,8%
15582000000,2021,90530071.83,43985324,46544747.83,0.51,51.0%,NA,NA,NA,NA
15582000000,2022,85548076.85,38688350,46859726.849999994,0.55,55.0%,0.01,1%,0.040000000000000036,4%
15583000000,2021,89234339.45,54889618.8,34344720.650000006,0.38,38.0%,NA,NA,NA,NA
15583000000,2022,86088962.88,50813674,35275288.879999995,0.41,41.0%,0.03,3%,0.02999999999999997,3%
15584000000,2021,27644308.63,11658851,15985457.629999999,0.58,58.0%,NA,NA,NA,NA
15584000000,2022,28003019.69,12426525,15576494.690000001,0.56,56.0%,-0.03,-3%,-0.019999999999999907,-2%
15585000000,2021,35446859.62,17973197,17473662.619999997,0.49,49.0%,NA,NA,NA,NA
15585000000,2022,33690082.17,16833687.87,16856394.3,0.5,50.0%,-0.04,-4%,0.010000000000000009,1%
15586000000,2021,85655568.13,32023231.31,53632336.81999999,0.63,63.0%,NA,NA,NA,NA
15586000000,2022,80509210.67,25881178,54628032.67,0.68,68.0%,0.02,2%,0.050000000000000044,5%
15587000000,2021,27328475.51,15917872,11410603.510000002,0.42,42.0%,NA,NA,NA,NA
15587000000,2022,25832771.03,15692300,10140471.030000001,0.39,39.0%,-0.11,-11%,-0.02999999999999997,-3%
15588000000,2021,107780863.72,24746031,83034832.72,0.77,77.0%,NA,NA,NA,NA
15588000000,2022,99184364.22,27981155,71203209.22,0.72,72.0%,-0.14,-14%,-0.050000000000000044,-5%
15589000000,2021,377767638.27,72791859,304975779.27,0.81,81.0%,NA,NA,NA,NA
15589000000,2022,329003037.93,75083035.88,253920002.05,0.77,77.0%,-0.17,-17%,-0.040000000000000036,-4%
15590000000,2021,62019850.19,10327525,51692325.19,0.83,83.0%,NA,NA,NA,NA
15590000000,2022,176526868.75,7301660,169225208.75,0.96,96.0%,2.27,227%,0.13,13%
15591000000,2021,272701308.76,39555702,233145606.76,0.85,85.0%,NA,NA,NA,NA
15591000000,2022,203107053.32,34603311.91,168503741.41,0.83,83.0%,-0.28,-28%,-0.020000000000000018,-2%
16501000000,2021,33549078.82,12226540,21322538.82,0.64,64.0%,NA,NA,NA,NA
16501000000,2022,31066051.25,11266464.46,19799586.79,0.64,64.0%,-0.07,-7%,0,0%
16502000000,2021,152886947.2,50380813.68,102506133.51999998,0.67,67.0%,NA,NA,NA,NA
16502000000,2022,143643878.58,40493530.44,103150348.14000002,0.72,72.0%,0.01,1%,0.04999999999999993,5%
16505000000,2021,19268887.49,6345703.42,12923184.069999998,0.67,67.0%,NA,NA,NA,NA
16505000000,2022,18584882.84,7223147.08,11361735.76,0.61,61.0%,-0.12,-12%,-0.06000000000000005,-6%
16506000000,2021,222892775.32999998,50591707.33,172301068,0.77,77.0%,NA,NA,NA,NA
16506000000,2022,148502655.1,59912937.12,88589717.97999999,0.6,60.0%,-0.49,-49%,-0.17000000000000004,-17%
16507000000,2021,58831118.22,27825097.33,31006020.89,0.53,53.0%,NA,NA,NA,NA
16507000000,2022,55486936.71,25296745.08,30190191.630000003,0.54,54.0%,-0.03,-3%,0.010000000000000009,1%
16509000000,2021,24042722.6,5701419.33,18341303.270000003,0.76,76.0%,NA,NA,NA,NA
16509000000,2022,27797520.23,6532251,21265269.23,0.77,77.0%,0.16,16%,0.010000000000000009,1%
16510000000,2021,67963136.07,26301908.01,41661228.05999999,0.61,61.0%,NA,NA,NA,NA
16510000000,2022,66599044.28,25277712.34,41321331.94,0.62,62.0%,-0.01,-1%,0.010000000000000009,1%
16512000000,2021,132692713.2,30545735.67,102146977.53,0.77,77.0%,NA,NA,NA,NA
16512000000,2022,102873845,25558059,77315786,0.75,75.0%,-0.24,-24%,-0.020000000000000018,-2%
16513000000,2021,34051028.6,13918720.97,20132307.630000003,0.59,59.0%,NA,NA,NA,NA
16513000000,2022,33240067.92,14087016.78,19153051.14,0.58,58.0%,-0.05,-5%,-0.010000000000000009,-1%
16515000000,2021,132687328.81,46480621.55,86206707.26,0.65,65.0%,NA,NA,NA,NA
16515000000,2022,111963399.23,39408006.05,72555393.18,0.65,65.0%,-0.16,-16%,0,0%
16516000000,2021,49008520.83,10685303.54,38323217.29,0.78,78.0%,NA,NA,NA,NA
16516000000,2022,84173403.67,9517245.79,74656157.88,0.89,89.0%,0.95,95%,0.10999999999999999,11%
16518000000,2021,30973209.63,5251244.32,25721965.31,0.83,83.0%,NA,NA,NA,NA
16518000000,2022,31748639.13,4871383,26877256.13,0.85,85.0%,0.04,4%,0.020000000000000018,2%
