admin4_code,year,income_total,income_transfert,income_own,own_prop,own_pct,own_income_change,own_income_change_pct,own_prop_change,own_prop_change_pct
05558000000,2022,1804579.66,0,1804579.66,1,100.0%,0.59,59%,0,0%
05559000000,2021,3151724.79,0,3151724.79,1,100.0%,NA,NA,NA,NA
05559000000,2022,26474.31,0,26474.31,1,100.0%,-0.99,-99%,0,0%
05560000000,2021,262399,0,262399,1,100.0%,NA,NA,NA,NA
05560000000,2022,103695.37,0,103695.37,1,100.0%,-0.6,-60%,0,0%
05561000000,2021,-78133.14,0,-78133.14,1,100.0%,NA,NA,NA,NA
05561000000,2022,17023.34,0,17023.34,1,100.0%,-1.22,-122%,0,0%
05562000000,2021,750707,0,750707,1,100.0%,NA,NA,NA,NA
05562000000,2022,464308.9,0,464308.9,1,100.0%,-0.38,-38%,0,0%
05563000000,2021,152254.31,0,152254.31,1,100.0%,NA,NA,NA,NA
05563000000,2022,91466.45,0,91466.45,1,100.0%,-0.4,-40%,0,0%
05564000000,2021,507940.02,0,507940.02,1,100.0%,NA,NA,NA,NA
05564000000,2022,254469.77000000002,0,254469.77000000002,1,100.0%,-0.5,-50%,0,0%
05565000000,2021,2714638.4899999998,0,2714638.4899999998,1,100.0%,NA,NA,NA,NA
05565000000,2022,100243.21,0,100243.21,1,100.0%,-0.96,-96%,0,0%
05566000000,2021,1202359.8099999998,0,1202359.8099999998,1,100.0%,NA,NA,NA,NA
05566000000,2022,638175.54,0,638175.54,1,100.0%,-0.47,-47%,0,0%
06501000000,2021,12472795.87,5627808,6844987.869999999,0.55,55.0%,NA,NA,NA,NA
06501000000,2022,11360568.49,5078632.88,6281935.61,0.55,55.0%,-0.08,-8%,0,0%
06502000000,2021,13803440.54,8122824,5680616.539999999,0.41,41.0%,NA,NA,NA,NA
06502000000,2022,11605171.14,6575910,5029261.140000001,0.43,43.0%,-0.11,-11%,0.020000000000000018,2%
06503000000,2021,13864807.95,9476504,4388303.949999999,0.32,32.0%,NA,NA,NA,NA
06503000000,2022,12020817.63,8090990,3929827.630000001,0.33,33.0%,-0.1,-10%,0.010000000000000009,1%
06504000000,2021,41553336.97,11651561,29901775.97,0.72,72.0%,NA,NA,NA,NA
06504000000,2022,43743864.61,10409640,33334224.61,0.76,76.0%,0.11,11%,0.040000000000000036,4%
06505000000,2021,42052495.94,21977363,20075132.939999998,0.48,48.0%,NA,NA,NA,NA
06505000000,2022,34958079.37,18527093.06,16430986.309999999,0.47,47.0%,-0.18,-18%,-0.010000000000000009,-1%
06506000000,2021,34975426.45,18377702,16597724.450000003,0.47,47.0%,NA,NA,NA,NA
06506000000,2022,34748837.73,16724377,18024460.729999997,0.52,52.0%,0.09,9%,0.050000000000000044,5%
06507000000,2021,12594766.12,6797026,5797740.119999999,0.46,46.0%,NA,NA,NA,NA
06507000000,2022,11030764.44,6510610,4520154.4399999995,0.41,41.0%,-0.22,-22%,-0.050000000000000044,-5%
06508000000,2021,33648331.19,13908106,19740225.189999998,0.59,59.0%,NA,NA,NA,NA
06508000000,2022,33065973.04,14761110,18304863.04,0.55,55.0%,-0.07,-7%,-0.039999999999999925,-4%
06509000000,2021,19961474.84,11015206,8946268.84,0.45,45.0%,NA,NA,NA,NA
06509000000,2022,19536686.78,10748800,8787886.780000001,0.45,45.0%,-0.02,-2%,0,0%
06510000000,2021,18637264.76,11021232,7616032.760000002,0.41,41.0%,NA,NA,NA,NA
06510000000,2022,17935554.73,10846950,7088604.73,0.4,40.0%,-0.07,-7%,-0.009999999999999953,-1%
06511000000,2021,90012515.68,51149484.54,38863031.14000001,0.43,43.0%,NA,NA,NA,NA
06511000000,2022,82644496.92,41999356,40645140.92,0.49,49.0%,0.05,5%,0.06,6%
06512000000,2021,108719769.92,55110770,53608999.92,0.49,49.0%,NA,NA,NA,NA
06512000000,2022,103202532.82000001,50285229,52917303.82000001,0.51,51.0%,-0.01,-1%,0.020000000000000018,2%
06513000000,2021,170245497.42,95420034,74825463.41999999,0.44,44.0%,NA,NA,NA,NA
06513000000,2022,147226680.74,89053447,58173233.74000001,0.4,40.0%,-0.22,-22%,-0.03999999999999998,-4%
06514000000,2021,67030437.1,30354596,36675841.1,0.55,55.0%,NA,NA,NA,NA
06514000000,2022,62087980.74,29102266.59,32985714.150000002,0.53,53.0%,-0.1,-10%,-0.020000000000000018,-2%
06515000000,2021,27955556.18,17897228,10058328.18,0.36,36.0%,NA,NA,NA,NA
06515000000,2022,25033627.28,16254304,8779323.280000001,0.35,35.0%,-0.13,-13%,-0.010000000000000009,-1%
06516000000,2021,27562221.03,16690364,10871857.030000001,0.39,39.0%,NA,NA,NA,NA
06516000000,2022,25393663.34,15176279,10217384.34,0.4,40.0%,-0.06,-6%,0.010000000000000009,1%
06517000000,2021,60410427.98,34835194,25575233.979999997,0.42,42.0%,NA,NA,NA,NA
06517000000,2022,54208213.96,31016290,23191923.96,0.43,43.0%,-0.09,-9%,0.010000000000000009,1%
06518000000,2021,29694706.07,13156593,16538113.07,0.56,56.0%,NA,NA,NA,NA
06518000000,2022,33917167.34,11125220,22791947.340000004,0.67,67.0%,0.38,38%,0.10999999999999999,11%
06519000000,2021,76056846.63,31783083,44273763.629999995,0.58,58.0%,NA,NA,NA,NA
06519000000,2022,75580722.74,27966431,47614291.739999995,0.63,63.0%,0.08,8%,0.050000000000000044,5%
06520000000,2021,67985989.8,40114473,27871516.799999997,0.41,41.0%,NA,NA,NA,NA
06520000000,2022,61727762.99,36885310,24842452.990000002,0.4,40.0%,-0.11,-11%,-0.009999999999999953,-1%
06521000000,2021,23295918.1,13693815,9602103.100000001,0.41,41.0%,NA,NA,NA,NA
06521000000,2022,19648838.66,12487800,7161038.66,0.36,36.0%,-0.25,-25%,-0.04999999999999999,-5%
06522000000,2021,17573774.6,6890592,10683182.600000001,0.61,61.0%,NA,NA,NA,NA
06522000000,2022,16837919.919999998,6679300,10158619.919999998,0.6,60.0%,-0.05,-5%,-0.010000000000000009,-1%
06523000000,2021,24336676.85,17150738,7185938.8500000015,0.3,30.0%,NA,NA,NA,NA
06523000000,2022,24619843.35,15709040,8910803.350000001,0.36,36.0%,0.24,24%,0.06,6%
06524000000,2021,20730588.45,12952295,7778293.449999999,0.38,38.0%,NA,NA,NA,NA
06524000000,2022,18470239.17,10676690,7793549.170000002,0.42,42.0%,0,0%,0.03999999999999998,4%
06526000000,2021,13463857.8,5747403,7716454.800000001,0.57,57.0%,NA,NA,NA,NA
06526000000,2022,10486121.6,4586230,5899891.6,0.56,56.0%,-0.24,-24%,-0.009999999999999898,-1%
06527000000,2021,21085922.99,7924805,13161117.989999998,0.62,62.0%,NA,NA,NA,NA
06527000000,2022,27256059.87,7275020,19981039.87,0.73,73.0%,0.52,52%,0.10999999999999999,11%
06528000000,2021,23163380.46,12332551,10830829.46,0.47,47.0%,NA,NA,NA,NA
06528000000,2022,19240832.7,11371804,7869028.699999999,0.41,41.0%,-0.27,-27%,-0.06,-6%
06529000000,2021,25174922,9598910,15576012,0.62,62.0%,NA,NA,NA,NA
06529000000,2022,19822296.96,7344080,12478216.96,0.63,63.0%,-0.2,-20%,0.010000000000000009,1%
06530000000,2021,62923338.97,19768124,43155214.97,0.69,69.0%,NA,NA,NA,NA
06530000000,2022,69117278.2,17716975,51400303.2,0.74,74.0%,0.19,19%,0.050000000000000044,5%
06531000000,2021,78383131.55,22320494,56062637.55,0.72,72.0%,NA,NA,NA,NA
06531000000,2022,86791709.2,20969513,65822196.2,0.76,76.0%,0.17,17%,0.040000000000000036,4%
06532000000,2021,39680568.72,17731248,21949320.72,0.55,55.0%,NA,NA,NA,NA
06532000000,2022,33670641.53,15799536,17871105.53,0.53,53.0%,-0.19,-19%,-0.020000000000000018,-2%
06533000000,2021,83860983.79,51291042,32569941.790000007,0.39,39.0%,NA,NA,NA,NA
06533000000,2022,82982893.72,46921054,36061839.72,0.43,43.0%,0.11,11%,0.03999999999999998,4%
06534000000,2021,97717060.23,46542143,51174917.230000004,0.52,52.0%,NA,NA,NA,NA
06534000000,2022,89975913.64,43152114.54,46823799.1,0.52,52.0%,-0.09,-9%,0,0%
06535000000,2021,33663296.14,20288996,13374300.14,0.4,40.0%,NA,NA,NA,NA
06535000000,2022,29370162.79,18215600,11154562.79,0.38,38.0%,-0.17,-17%,-0.020000000000000018,-2%
06536000000,2021,17747073.1,9086304,8660769.100000001,0.49,49.0%,NA,NA,NA,NA
06536000000,2022,12672274.02,7908810,4763464.02,0.38,38.0%,-0.45,-45%,-0.10999999999999999,-11%
06537000000,2021,46942737.17,25763568,21179169.17,0.45,45.0%,NA,NA,NA,NA
06537000000,2022,44846306.48,26739795,18106511.479999997,0.4,40.0%,-0.15,-15%,-0.04999999999999999,-5%
06538000000,2021,156388980.9,77899561.02,78489419.88000001,0.5,50.0%,NA,NA,NA,NA
06538000000,2022,135554826.52,65875429.22,69679397.30000001,0.51,51.0%,-0.11,-11%,0.010000000000000009,1%
06539000000,2021,31682955.33,23583489,8099466.329999998,0.26,26.0%,NA,NA,NA,NA
06539000000,2022,26663890.47,20887610,5776280.469999999,0.22,22.0%,-0.29,-29%,-0.04000000000000001,-4%
06542000000,2021,50690715.03,31474985,19215730.03,0.38,38.0%,NA,NA,NA,NA
06542000000,2022,49614237.25,28786884,20827353.25,0.42,42.0%,0.08,8%,0.03999999999999998,4%
06543000000,2021,104385754.24,44292516,60093238.239999995,0.58,58.0%,NA,NA,NA,NA
06543000000,2022,91695455.09,36186913.05,55508542.04000001,0.61,61.0%,-0.08,-8%,0.030000000000000027,3%
06544000000,2021,48074249.04,20020868.38,28053380.66,0.58,58.0%,NA,NA,NA,NA
06544000000,2022,50807896.43,19713890,31094006.43,0.61,61.0%,0.11,11%,0.030000000000000027,3%
06545000000,2021,75827478.75,12625585,63201893.75,0.83,83.0%,NA,NA,NA,NA
06545000000,2022,75373459.24,12010740,63362719.239999995,0.84,84.0%,0,0%,0.010000000000000009,1%
06546000000,2021,25965705.8,12206619,13759086.8,0.53,53.0%,NA,NA,NA,NA
06546000000,2022,20970094.21,10782680,10187414.21,0.49,49.0%,-0.26,-26%,-0.040000000000000036,-4%
06547000000,2021,20202505.51,10187918,10014587.510000002,0.5,50.0%,NA,NA,NA,NA
06547000000,2022,17834118.19,9141250,8692868.190000001,0.49,49.0%,-0.13,-13%,-0.010000000000000009,-1%
06548000000,2021,31664645.69,20423887,11240758.690000001,0.35,35.0%,NA,NA,NA,NA
06548000000,2022,37310213.02,18881600,18428613.020000003,0.49,49.0%,0.64,64%,0.14,14%
06549000000,2021,31573929.1,21129173,10444756.100000001,0.33,33.0%,NA,NA,NA,NA
06549000000,2022,27987690.95,17626619,10361071.95,0.37,37.0%,-0.01,-1%,0.03999999999999998,4%
06550000000,2021,72796013.37,34696930,38099083.370000005,0.52,52.0%,NA,NA,NA,NA
06550000000,2022,75346516.89,31542344,43804172.89,0.58,58.0%,0.15,15%,0.05999999999999994,6%
06551000000,2021,16947771.69,8714010,8233761.690000001,0.49,49.0%,NA,NA,NA,NA
06551000000,2022,15443582.41,7936713.04,7506869.37,0.49,49.0%,-0.09,-9%,0,0%
06552000000,2021,1350645101.21,312583438,1038061663.21,0.77,77.0%,NA,NA,NA,NA
06552000000,2022,1558580854.53,283715179.17,1274865675.36,0.82,82.0%,0.23,23%,0.04999999999999993,5%
06553000000,2021,236614538.48,77765265.12,158849273.35999998,0.67,67.0%,NA,NA,NA,NA
06553000000,2022,554635576.41,67825000,486810576.40999997,0.88,88.0%,2.06,206%,0.20999999999999996,21%
06554000000,2021,21577613.4,11234629,10342984.399999999,0.48,48.0%,NA,NA,NA,NA
06554000000,2022,18443367.53,10371540,8071827.530000001,0.44,44.0%,-0.22,-22%,-0.03999999999999998,-4%
06555000000,2021,11545868,3196790,8349078,0.72,72.0%,NA,NA,NA,NA
06555000000,2022,8666159.63,2851910,5814249.630000001,0.67,67.0%,-0.3,-30%,-0.04999999999999993,-5%
06556000000,2021,24169750.94,12827612.15,11342138.790000001,0.47,47.0%,NA,NA,NA,NA
06556000000,2022,19611532.25,12193610,7417922.25,0.38,38.0%,-0.35,-35%,-0.08999999999999997,-9%
06557000000,2021,74924819.79,37092817,37832002.79000001,0.5,50.0%,NA,NA,NA,NA
06557000000,2022,70886665.93,32197041,38689624.93000001,0.55,55.0%,0.02,2%,0.050000000000000044,5%
06558000000,2021,279971073.34,106080360.42,173890712.91999996,0.62,62.0%,NA,NA,NA,NA
06558000000,2022,391970000.38,82536035.48,309433964.9,0.79,79.0%,0.78,78%,0.17000000000000004,17%
06559000000,2021,42076766.19,26934352,15142414.189999998,0.36,36.0%,NA,NA,NA,NA
06559000000,2022,53552757.49,17901717,35651040.49,0.67,67.0%,1.35,135%,0.31000000000000005,31%
06560000000,2021,18111666.61,9130373,8981293.61,0.5,50.0%,NA,NA,NA,NA
06560000000,2022,26553184.73,8950165,17603019.73,0.66,66.0%,0.96,96%,0.16000000000000003,16%
06561000000,2021,21578470.56,6982982,14595488.559999999,0.68,68.0%,NA,NA,NA,NA
06561000000,2022,16687189.08,6033250,10653939.08,0.64,64.0%,-0.27,-27%,-0.040000000000000036,-4%
06562000000,2021,13570164.99,5209848,8360316.99,0.62,62.0%,NA,NA,NA,NA
06562000000,2022,18874047.36,4064750,14809297.36,0.78,78.0%,0.77,77%,0.16000000000000003,16%
06563000000,2021,318859431.63,90603746,228255685.63,0.72,72.0%,NA,NA,NA,NA
06563000000,2022,261511529.77,84029113,177482416.77,0.68,68.0%,-0.22,-22%,-0.039999999999999925,-4%
06564000000,2021,165794283.85,64970341,100823942.85,0.61,61.0%,NA,NA,NA,NA
06564000000,2022,128627272.53,51859215,76768057.53,0.6,60.0%,-0.24,-24%,-0.010000000000000009,-1%
06565000000,2021,88680235.8,35488535.13,53191700.669999994,0.6,60.0%,NA,NA,NA,NA
06565000000,2022,141577181.31,28960030.67,112617150.64,0.8,80.0%,1.12,112%,0.20000000000000007,20%
06566000000,2021,71277314.62,39787779,31489535.620000005,0.44,44.0%,NA,NA,NA,NA
06566000000,2022,70179121.45,36285949.88,33893171.57,0.48,48.0%,0.08,8%,0.03999999999999998,4%
06567000000,2021,75758457.13,36736866,39021591.129999995,0.52,52.0%,NA,NA,NA,NA
06567000000,2022,69620810.19,32151395.04,37469415.15,0.54,54.0%,-0.04,-4%,0.020000000000000018,2%
06568000000,2021,74535828.35,38329039,36206789.349999994,0.49,49.0%,NA,NA,NA,NA
06568000000,2022,103859984.13,32949405,70910579.13,0.68,68.0%,0.96,96%,0.19000000000000006,19%
06569000000,2021,31268199.45,19419829,11848370.45,0.38,38.0%,NA,NA,NA,NA
06569000000,2022,27898004.82,17752120,10145884.82,0.36,36.0%,-0.14,-14%,-0.020000000000000018,-2%
07501000000,2021,46443145.34,35886800,10556345.340000004,0.23,23.0%,NA,NA,NA,NA
07501000000,2022,46401637.76,37262838,9138799.759999998,0.2,20.0%,-0.13,-13%,-0.03,-3%
07502000000,2021,118886170.92,50118500,68767670.92,0.58,58.0%,NA,NA,NA,NA
07502000000,2022,102597417.95,41619076,60978341.95,0.59,59.0%,-0.11,-11%,0.010000000000000009,1%
07503000000,2021,51659656.2,25539500,26120156.200000003,0.51,51.0%,NA,NA,NA,NA
07503000000,2022,59194994.33,28216100,30978894.33,0.52,52.0%,0.19,19%,0.010000000000000009,1%
07504000000,2021,128613372.46,79892750,48720622.45999999,0.38,38.0%,NA,NA,NA,NA
07504000000,2022,136228181.08,80003415,56224766.08000001,0.41,41.0%,0.15,15%,0.02999999999999997,3%
07505000000,2021,49444571.78,20549500,28895071.78,0.58,58.0%,NA,NA,NA,NA
07505000000,2022,69344328.06,19429081,49915247.06,0.72,72.0%,0.73,73%,0.14,14%
07506000000,2021,47347004.5,18419400,28927604.5,0.61,61.0%,NA,NA,NA,NA
07506000000,2022,47641823.52,18430576,29211247.520000003,0.61,61.0%,0.01,1%,0,0%
07507000000,2021,489312254.45,124896400,364415854.45,0.74,74.0%,NA,NA,NA,NA
07507000000,2022,894176800.61,130874300,763302500.61,0.85,85.0%,1.09,109%,0.10999999999999999,11%
07508000000,2021,34779926.52,16889800,17890126.520000003,0.51,51.0%,NA,NA,NA,NA
07508000000,2022,42205904.22,15882719,26323185.22,0.62,62.0%,0.47,47%,0.10999999999999999,11%
07509000000,2021,29207457.52,21748100,7459357.52,0.26,26.0%,NA,NA,NA,NA
07509000000,2022,30584875.16,21806138,8778737.16,0.29,29.0%,0.18,18%,0.02999999999999997,3%
07510000000,2021,51669711.33,41974900,9694811.329999998,0.19,19.0%,NA,NA,NA,NA
07510000000,2022,56199817.84,44278410,11921407.840000004,0.21,21.0%,0.23,23%,0.01999999999999999,2%
07511000000,2021,31664449.27,19176000,12488449.27,0.39,39.0%,NA,NA,NA,NA
07511000000,2022,32139017.9,19260807,12878210.899999999,0.4,40.0%,0.03,3%,0.010000000000000009,1%
07512000000,2021,35012943.39,28451100,6561843.390000001,0.19,19.0%,NA,NA,NA,NA
07512000000,2022,34213684.2,27468100,6745584.200000003,0.2,20.0%,0.03,3%,0.010000000000000009,1%
07513000000,2021,47445315.11,38921700,8523615.11,0.18,18.0%,NA,NA,NA,NA
07513000000,2022,42609721.89,33965818,8643903.89,0.2,20.0%,0.01,1%,0.020000000000000018,2%
07514000000,2021,20051986.89,12074200,7977786.890000001,0.4,40.0%,NA,NA,NA,NA
07514000000,2022,21262298.61,12155300,9106998.61,0.43,43.0%,0.14,14%,0.02999999999999997,3%
07515000000,2021,37530052.35,12234364.43,25295687.92,0.67,67.0%,NA,NA,NA,NA
07515000000,2022,37146670.75,8392926,28753744.75,0.77,77.0%,0.14,14%,0.09999999999999998,10%
07516000000,2021,94973519.66,19201519.36,75772000.3,0.8,80.0%,NA,NA,NA,NA
07516000000,2022,117825710.85,18206668,99619042.85,0.85,85.0%,0.31,31%,0.04999999999999993,5%
07517000000,2021,160509812.16,73263221.04,87246591.11999999,0.54,54.0%,NA,NA,NA,NA
07517000000,2022,184529124.95,76625930,107903194.94999999,0.58,58.0%,0.24,24%,0.039999999999999925,4%
07518000000,2021,47978567.62,31146400,16832167.619999997,0.35,35.0%,NA,NA,NA,NA
07518000000,2022,41363125.6,28925100,12438025.600000001,0.3,30.0%,-0.26,-26%,-0.04999999999999999,-5%
07519000000,2021,20934259.59,15444400,5489859.59,0.26,26.0%,NA,NA,NA,NA
07519000000,2022,19836895.89,15022616,4814279.890000001,0.24,24.0%,-0.12,-12%,-0.020000000000000018,-2%
07520000000,2021,66733181.57,53052000,13681181.57,0.21,21.0%,NA,NA,NA,NA
07520000000,2022,67937952.02,53647014,14290938.019999996,0.21,21.0%,0.04,4%,0,0%
07521000000,2021,52223329.8,37510000,14713329.799999997,0.28,28.0%,NA,NA,NA,NA
07521000000,2022,50679717.35,38533956,12145761.350000001,0.24,24.0%,-0.17,-17%,-0.040000000000000036,-4%
07522000000,2021,73466903.14,56843800,16623103.14,0.23,23.0%,NA,NA,NA,NA
07522000000,2022,82708352.92,56879600,25828752.92,0.31,31.0%,0.55,55%,0.07999999999999999,8%
07523000000,2021,25136230.88,17023200,8113030.879999999,0.32,32.0%,NA,NA,NA,NA
07523000000,2022,23729725.03,16507486,7222239.030000001,0.3,30.0%,-0.11,-11%,-0.020000000000000018,-2%
07524000000,2021,21372374.46,12520000,8852374.46,0.41,41.0%,NA,NA,NA,NA
07524000000,2022,21765325.07,12409724,9355601.07,0.43,43.0%,0.06,6%,0.020000000000000018,2%
07525000000,2021,106214523.97,82022000,24192523.97,0.23,23.0%,NA,NA,NA,NA
07525000000,2022,106666206.13,81883627,24782579.129999995,0.23,23.0%,0.02,2%,0,0%
07526000000,2021,36459641.33,27332200,9127441.329999998,0.25,25.0%,NA,NA,NA,NA
07526000000,2022,39071414.22,28105835,10965579.219999999,0.28,28.0%,0.2,20%,0.030000000000000027,3%
07527000000,2021,69872833.86,46924500,22948333.86,0.33,33.0%,NA,NA,NA,NA
07527000000,2022,67277616.2,47744127,19533489.200000003,0.29,29.0%,-0.15,-15%,-0.040000000000000036,-4%
07528000000,2021,28331788.580000002,18100700,10231088.580000002,0.36,36.0%,NA,NA,NA,NA
07528000000,2022,26979983.4,17284609.75,9695373.649999999,0.36,36.0%,-0.05,-5%,0,0%
07529000000,2021,47612404.82,33618900,13993504.82,0.29,29.0%,NA,NA,NA,NA
07529000000,2022,48309863.7,32570047,15739816.700000003,0.33,33.0%,0.12,12%,0.040000000000000036,4%
07530000000,2021,222944782.16,111901994,111042788.16,0.5,50.0%,NA,NA,NA,NA
07530000000,2022,247118680.6,113820296,133298384.6,0.54,54.0%,0.2,20%,0.040000000000000036,4%
07531000000,2021,49825238.02,35683000,14142238.020000003,0.28,28.0%,NA,NA,NA,NA
07531000000,2022,55137131.74,36451635,18685496.740000002,0.34,34.0%,0.32,32%,0.06,6%
07532000000,2021,42437227.85,21792100,20645127.85,0.49,49.0%,NA,NA,NA,NA
07532000000,2022,45572263.17,24127698,21444565.17,0.47,47.0%,0.04,4%,-0.020000000000000018,-2%
07533000000,2021,44227703.39,36539400,7688303.390000001,0.17,17.0%,NA,NA,NA,NA
07533000000,2022,47066803.43,37677226,9389577.43,0.2,20.0%,0.22,22%,0.03,3%
07534000000,2021,39491702.22,31861125,7630577.219999999,0.19,19.0%,NA,NA,NA,NA
07534000000,2022,43142398.57,34025100,9117298.57,0.21,21.0%,0.19,19%,0.01999999999999999,2%
07535000000,2021,73339948.84,57449400,15890548.840000004,0.22,22.0%,NA,NA,NA,NA
07535000000,2022,72674546.78,57303000,15371546.780000001,0.21,21.0%,-0.03,-3%,-0.010000000000000009,-1%
07536000000,2021,28301497.69,18752100,9549397.690000001,0.34,34.0%,NA,NA,NA,NA
07536000000,2022,27325326.27,17042636,10282690.27,0.38,38.0%,0.08,8%,0.03999999999999998,4%
07537000000,2021,20936182.46,15660000,5276182.460000001,0.25,25.0%,NA,NA,NA,NA
07537000000,2022,18723246.72,14047360,4675886.719999999,0.25,25.0%,-0.11,-11%,0,0%
07538000000,2021,37723471.6,20828400,16895071.6,0.45,45.0%,NA,NA,NA,NA
07538000000,2022,35725132.52,20548673,15176459.520000003,0.42,42.0%,-0.1,-10%,-0.030000000000000027,-3%
07539000000,2021,39226123.63,33833800,5392323.630000003,0.14,14.0%,NA,NA,NA,NA
07539000000,2022,39347678.6,32221513,7126165.6000000015,0.18,18.0%,0.32,32%,0.03999999999999998,4%
07540000000,2021,35408901.12,17328350,18080551.119999997,0.51,51.0%,NA,NA,NA,NA
07540000000,2022,31786137.54,15948977,15837160.54,0.5,50.0%,-0.12,-12%,-0.010000000000000009,-1%
07541000000,2021,62944140.67,47280300,15663840.670000002,0.25,25.0%,NA,NA,NA,NA
07541000000,2022,61820948.32,46663810,15157138.32,0.25,25.0%,-0.03,-3%,0,0%
07542000000,2021,20495954.69,16130800,4365154.690000001,0.21,21.0%,NA,NA,NA,NA
07542000000,2022,20529978.11,15394230,5135748.109999999,0.25,25.0%,0.18,18%,0.04000000000000001,4%
07543000000,2021,108797288.6,75077010.78,33720277.81999999,0.31,31.0%,NA,NA,NA,NA
07543000000,2022,109993023.18,73324971.59,36668051.59,0.33,33.0%,0.09,9%,0.020000000000000018,2%
07544000000,2021,20385940.63,9975700,10410240.629999999,0.51,51.0%,NA,NA,NA,NA
07544000000,2022,19633784.96,10399807,9233977.96,0.47,47.0%,-0.11,-11%,-0.040000000000000036,-4%
07545000000,2021,107790985.17,86294400,21496585.17,0.2,20.0%,NA,NA,NA,NA
07545000000,2022,110460179.01,90105544,20354635.010000005,0.18,18.0%,-0.05,-5%,-0.020000000000000018,-2%
07546000000,2021,42854952.91,34164100,8690852.909999996,0.2,20.0%,NA,NA,NA,NA
07546000000,2022,39127186.93,31082045,8045141.93,0.21,21.0%,-0.07,-7%,0.009999999999999981,1%
07547000000,2021,60122028.22,43601500,16520528.219999999,0.27,27.0%,NA,NA,NA,NA
07547000000,2022,60903121.86,42663340,18239781.86,0.3,30.0%,0.1,10%,0.02999999999999997,3%
07548000000,2021,26757719.65,20860400,5897319.6499999985,0.22,22.0%,NA,NA,NA,NA
07548000000,2022,27692359.2,20524300,7168059.199999999,0.26,26.0%,0.22,22%,0.04000000000000001,4%
07549000000,2021,121610082.87,79106005,42504077.870000005,0.35,35.0%,NA,NA,NA,NA
07549000000,2022,118579453.21,63167316,55412137.20999999,0.47,47.0%,0.3,30%,0.12,12%
07550000000,2021,102930801.03,55765000,47165801.03,0.46,46.0%,NA,NA,NA,NA
07550000000,2022,102163772.13,53437162,48726610.129999995,0.48,48.0%,0.03,3%,0.019999999999999962,2%
07551000000,2021,48038098.33,33319200,14718898.329999998,0.31,31.0%,NA,NA,NA,NA
07551000000,2022,53198979.64,36427775,16771204.64,0.32,32.0%,0.14,14%,0.010000000000000009,1%
07552000000,2021,25916538.52,21029100,4887438.52,0.19,19.0%,NA,NA,NA,NA
07552000000,2022,28549688.13,22035775,6513913.129999999,0.23,23.0%,0.33,33%,0.04000000000000001,4%
07553000000,2021,102332044.67,77115100,25216944.67,0.25,25.0%,NA,NA,NA,NA
07553000000,2022,99499894.09,75464496,24035398.090000004,0.24,24.0%,-0.05,-5%,-0.010000000000000009,-1%
07554000000,2021,29407291.419999998,22217800,7189491.419999998,0.24,24.0%,NA,NA,NA,NA
07554000000,2022,28167692.24,19368137,8799555.239999998,0.31,31.0%,0.22,22%,0.07,7%
07555000000,2021,29965945.93,14232100,15733845.93,0.53,53.0%,NA,NA,NA,NA
07555000000,2022,30528410.08,13351000,17177410.08,0.56,56.0%,0.09,9%,0.030000000000000027,3%
07556000000,2021,53089342.13,38559600,14529742.130000003,0.27,27.0%,NA,NA,NA,NA
07556000000,2022,51248333.08,37944321,13304012.079999998,0.26,26.0%,-0.08,-8%,-0.010000000000000009,-1%
07557000000,2021,61353185.98,48311000,13042185.979999997,0.21,21.0%,NA,NA,NA,NA
07557000000,2022,63924662.92,49988383,13936279.920000002,0.22,22.0%,0.07,7%,0.010000000000000009,1%
07558000000,2021,41266199.98,32672300,8593899.979999997,0.21,21.0%,NA,NA,NA,NA
07558000000,2022,37958785.1,31744100,6214685.1000000015,0.16,16.0%,-0.28,-28%,-0.04999999999999999,-5%
07559000000,2021,678283087.97,144640700,533642387.97,0.79,79.0%,NA,NA,NA,NA
07559000000,2022,818352138.4,137763033,680589105.4,0.83,83.0%,0.28,28%,0.039999999999999925,4%
07560000000,2021,39446508.32,23845800,15600708.32,0.4,40.0%,NA,NA,NA,NA
07560000000,2022,39691105.14,25621700,14069405.14,0.35,35.0%,-0.1,-10%,-0.050000000000000044,-5%
07561000000,2021,309629103,183276380,126352723,0.41,41.0%,NA,NA,NA,NA
07561000000,2022,317612189.03,177201014,140411175.02999997,0.44,44.0%,0.11,11%,0.030000000000000027,3%
07562000000,2021,48476806.26,31264100,17212706.259999998,0.36,36.0%,NA,NA,NA,NA
07562000000,2022,47788694.79,31331100,16457594.79,0.34,34.0%,-0.04,-4%,-0.019999999999999962,-2%
07563000000,2021,69772704.55,19712790,50059914.55,0.72,72.0%,NA,NA,NA,NA
07563000000,2022,130611265.51,18685410,111925855.51,0.86,86.0%,1.24,124%,0.14,14%
07564000000,2021,82905494.29,58032100,24873394.290000007,0.3,30.0%,NA,NA,NA,NA
07564000000,2022,84528757.84,60685575,23843182.840000004,0.28,28.0%,-0.04,-4%,-0.019999999999999962,-2%
08501000000,2021,16698564.05,8351905,8346659.050000001,0.5,50.0%,NA,NA,NA,NA
08501000000,2022,11058278.05,8867395,2190883.0500000007,0.2,20.0%,-0.74,-74%,-0.3,-30%
08502000000,2021,54270270.34,25825190,28445080.340000004,0.52,52.0%,NA,NA,NA,NA
08502000000,2022,39229619.93,28122812,11106807.93,0.28,28.0%,-0.61,-61%,-0.24,-24%
