Перший рівень,Другий рівень,Третій рівень,Четвертий рівень,Категорія ,Назва об'єкта українською мовою
0100000000,0121100000,0121180600,0121180607,С,СТОВПОВЕ
0100000000,0121100000,0121180800,,,ЗАВІТ-ЛЕНІНСЬКА/С.ЗАВІТ-ЛЕНІНСЬКИЙ
0100000000,0121100000,0121180800,0121180801,С,ЗАВІТ-ЛЕНІНСЬКИЙ
0100000000,0121100000,0121180800,0121180802,С,ЗЕЛЕНИЙ ЯР
0100000000,0121100000,0121180800,0121180803,С,МАРТИНІВКА
0100000000,0121100000,0121180800,0121180804,С,МІЛКОВОДНЕ
0100000000,0121100000,0121180800,0121180805,С,ПУШКІНЕ
0100000000,0121100000,0121180800,0121180806,С,СОЛОНЦЕВЕ
0100000000,0121100000,0121181300,,,ЗАРІЧНЕНСЬКА/С.ЗАРІЧНЕ
0100000000,0121100000,0121181300,0121181301,С,ЗАРІЧНЕ
0100000000,0121100000,0121181300,0121181302,С,АРМІЙСЬКЕ
0100000000,0121100000,0121181300,0121181303,С,БОЛОТНЕ
0100000000,0121100000,0121181300,0121181305,Щ,МИТЮРИНЕ
0100000000,0121100000,0121181300,0121181306,С,НИЗИННЕ
0100000000,0121100000,0121181300,0121181307,С,ПЕРЕПІЛКИНЕ
0100000000,0121100000,0121181300,0121181308,С,СУМІЖНЕ
0100000000,0121100000,0121181500,,,ІЗУМРУДНІВСЬКА/С.ІЗУМРУДНЕ
0100000000,0121100000,0121181500,0121181501,С,ІЗУМРУДНЕ
0100000000,0121100000,0121181500,0121181502,С,ДМИТРІВКА
0100000000,0121100000,0121181500,0121181503,С,КАЛИНІВКА
0100000000,0121100000,0121181500,0121181504,С,МІЧУРІНІВКА
0100000000,0121100000,0121181500,0121181505,С,НОВОСТЕПОВЕ
0100000000,0121100000,0121181500,0121181506,С,ОВОЧЕВЕ
0100000000,0121100000,0121181700,,,КІНДРАТІВСЬКА/С.КІНДРАТОВЕ
0100000000,0121100000,0121181700,0121181701,С,КІНДРАТОВЕ
0100000000,0121100000,0121181700,0121181702,Щ,ДОРОЖНЄ
0100000000,0121100000,0121181700,0121181703,С,РУБИНІВКА
0100000000,0121100000,0121181700,0121181704,С,СОВЄТСЬКЕ
0100000000,0121100000,0121181800,,,КРИМКІВСЬКА/С.КРИМКА
0100000000,0121100000,0121181800,0121181801,С,КРИМКА
0100000000,0121100000,0121181900,,,ЛОБАНІВСЬКА/С.ЛОБАНОВЕ
0100000000,0121100000,0121181900,0121181901,С,ЛОБАНОВЕ
0100000000,0121100000,0121181900,0121181903,С,ЖИЛИНЕ
0100000000,0121100000,0121181900,0121181904,С,МАР'ЇНЕ
0100000000,0121100000,0121181900,0121181905,С,ОРДЕНОНОСНЕ
0100000000,0121100000,0121181900,0121181906,Щ,ЯСНЕ
0100000000,0121100000,0121182300,,,ЛУГАНСЬКА/С.ЛУГАНСЬКЕ
0100000000,0121100000,0121182300,0121182301,С,ЛУГАНСЬКЕ
0100000000,0121100000,0121182300,0121182302,С,КОВИЛЬНЕ
0100000000,0121100000,0121182300,0121182303,С,ПРОБУДЖЕННЯ
0100000000,0121100000,0121182300,0121182304,С,ТУТОВЕ
0100000000,0121100000,0121182300,0121182305,С,УДАРНЕ
0100000000,0121100000,0121182500,,,МАЙСЬКА/С.МАЙСЬКЕ
0100000000,0121100000,0121182500,0121182501,С,МАЙСЬКЕ
0100000000,0121100000,0121182500,0121182502,С,БЛИЖНЄ
0100000000,0121100000,0121182500,0121182503,С,ЛАРИНЕ
0100000000,0121100000,0121182500,0121182505,С,ОКТЯБР
0100000000,0121100000,0121182500,0121182506,С,ПОЛЬОВЕ
0100000000,0121100000,0121182900,,,МАСЛІВСЬКА/С.МАСЛОВЕ
0100000000,0121100000,0121182900,0121182901,С,МАСЛОВЕ
0100000000,0121100000,0121182900,0121182902,С,КОМСОМОЛЬСЬКЕ
0100000000,0121100000,0121182900,0121182903,С,СУБОТНИК
0100000000,0121100000,0121183400,,,МЕДВЕДІВСЬКА/С.МЕДВЕДІВКА
0100000000,0121100000,0121183400,0121183401,С,МЕДВЕДІВКА
0100000000,0121100000,0121183400,0121183402,С,ПЕРЕДМІСТНЕ
0100000000,0121100000,0121183400,0121183403,С,ТУРГЕНЄВЕ
0100000000,0121100000,0121183600,,,МИРНІВСЬКА/С.МИРНІВКА
0100000000,0121100000,0121183600,0121183601,С,МИРНІВКА
0100000000,0121100000,0121183600,0121183602,С,ДНІПРОВКА
0100000000,0121100000,0121183600,0121183603,С,КОСТЯНТИНІВКА
0100000000,0121100000,0121183600,0121183604,С,РИСАКОВЕ
0100000000,0121100000,0121183600,0121183605,С,ТИМОФІЇВКА
0100000000,0121100000,0121183800,,,НОВОКРИМСЬКА/С.НОВОКРИМСЬКЕ
0100000000,0121100000,0121183800,0121183801,С,НОВОКРИМСЬКЕ
0100000000,0121100000,0121183800,0121183802,С,ІСТОЧНЕ
0100000000,0121100000,0121183800,0121183803,С,ПАВЛІВКА
0100000000,0121100000,0121184000,,,ПАХАРІВСЬКА/С.ПАХАРІВКА
0100000000,0121100000,0121184000,0121184001,С,ПАХАРІВКА
0100000000,0121100000,0121184000,0121184002,С,ВИПАСНЕ
0100000000,0121100000,0121184100,,,ПОБЄДНЕНСЬКА/С.ПОБЄДНЕ
0100000000,0121100000,0121184100,0121184101,С,ПОБЄДНЕ
0100000000,0121100000,0121184100,0121184102,С,НОВЕ ЖИТТЯ
0100000000,0121100000,0121184100,0121184103,С,ТАРАСІВКА
0100000000,0121100000,0121184200,,,ПРОСТОРНЕНСЬКА/С.ПРОСТОРНЕ
0100000000,0121100000,0121184200,0121184201,С,ПРОСТОРНЕ
0100000000,0121100000,0121184200,0121184202,С,АНТОНІВКА
0100000000,0121100000,0121184200,0121184203,С,АПРЕЛІВКА
0100000000,0121100000,0121184200,0121184205,С,БОРОДІНО
0100000000,0121100000,0121184200,0121184207,С,НИЖНІ ОТРОЖКИ
0100000000,0121100000,0121184200,0121184208,С,СЛОВ'ЯНСЬКЕ
0100000000,0121100000,0121184200,0121184209,С,СТЕФАНІВКА
0100000000,0121100000,0121185500,,,РОЗКІШНЕНСЬКА/С.РОЗКІШНЕ
0100000000,0121100000,0121185500,0121185501,С,РОЗКІШНЕ
0100000000,0121100000,0121185500,0121185503,С,ЗЕРНОВЕ
0100000000,0121100000,0121185600,,,РОЩИНСЬКА/С.РОЩИНЕ
0100000000,0121100000,0121185600,0121185601,С,РОЩИНЕ
0100000000,0121100000,0121185600,0121185602,С,БЛИЖНЬОГОРОДСЬКЕ
0100000000,0121100000,0121185600,0121185603,С,КРАСНОДОЛЬНЕ
0100000000,0121100000,0121185600,0121185604,С,ОЗЕРНЕ
0100000000,0121100000,0121185600,0121185605,С,СЄРНОВОДСЬКЕ
0100000000,0121100000,0121185800,,,СВІТЛІВСЬКА/С.СВІТЛЕ
0100000000,0121100000,0121185800,0121185801,С,СВІТЛЕ
0100000000,0121100000,0121185800,0121185805,С,БЛАГОДАТНЕ
0100000000,0121100000,0121186000,,,СТАЛЬНЕНСЬКА/С.СТАЛЬНЕ
0100000000,0121100000,0121186000,0121186001,С,СТАЛЬНЕ
0100000000,0121100000,0121186000,0121186002,С,МНОГОВОДНЕ
0100000000,0121100000,0121186000,0121186003,С,НОВОКОСТЯНТИНІВКА
0100000000,0121100000,0121186000,0121186004,С,НОВОПАВЛІВКА
0100000000,0121100000,0121186000,0121186005,С,НОВОФЕДОРІВКА
0100000000,0121100000,0121186000,0121186006,С,ОЗЕРКИ
0100000000,0121100000,0121186000,0121186007,С,ПРОЗРАЧНЕ
0100000000,0121100000,0121186000,0121186008,С,РІДНЕ
0100000000,0121100000,0121186200,,,ТАБАЧНЕНСЬКА/С.ТАБАЧНЕ
0100000000,0121100000,0121186200,0121186201,С,ТАБАЧНЕ
0100000000,0121100000,0121186200,0121186203,С,НОВОСІЛЬЦЕВЕ
0100000000,0121100000,0121186200,0121186207,С,ФЕДОРІВКА
0100000000,0121100000,0121186200,0121186209,С,ХЛІБНЕ
0100000000,0121100000,0121187200,,,ЦІЛИННА/С.ЦІЛИННЕ
0100000000,0121100000,0121187200,0121187201,С,ЦІЛИННЕ
0100000000,0121100000,0121187200,0121187202,С,КОЛОСКИ
0100000000,0121100000,0121187200,0121187203,С,ТОМАШІВКА
0100000000,0121100000,0121187500,,,ЧАЙКИНСЬКА/С.ЧАЙКИНЕ
0100000000,0121100000,0121187500,0121187501,С,ЧАЙКИНЕ
0100000000,0121100000,0121187500,0121187503,С,МИСОВЕ
0100000000,0121100000,0121188200,,,ЯРКІВСЬКА/С.ЯРКЕ
0100000000,0121100000,0121188200,0121188201,С,ЯРКЕ
0100000000,0121100000,0121188200,0121188204,С,ЯСТРУБЦІ
0100000000,0121100000,0121188400,,,ЯРКОПОЛЕНСЬКА/С.ЯРКЕ ПОЛЕ
0100000000,0121100000,0121188400,0121188401,С,ЯРКЕ ПОЛЕ
0100000000,0121100000,0121188400,0121188402,С,АРБУЗІВКА
0100000000,0121100000,0121188400,0121188403,С,ВЕСЕЛЕ
0100000000,0121100000,0121188400,0121188404,С,ВІДРАДНЕ
0100000000,0121100000,0121188400,0121188406,Щ,ДІБРІВКА
0100000000,0121100000,0121188400,0121188407,С,НАХІДКА
0100000000,0121100000,0121188400,0121188408,С,СЛОВ'ЯНКА
0100000000,0121100000,0121188400,0121188409,С,ТІМІРЯЗЄВЕ
0100000000,0121100000,0121188600,,,ЯСНОПОЛЯНСЬКА/С.ЯСНОПОЛЯНСЬКЕ
0100000000,0121100000,0121188600,0121188601,С,ЯСНОПОЛЯНСЬКЕ
0100000000,0121100000,0121188600,0121188602,Щ,ВОЛОДИНЕ
0100000000,0121100000,0121188600,0121188603,С,РЮМШИНЕ
0100000000,0121600000,,,,КІРОВСЬКИЙ РАЙОН/СМТ КІРОВСЬКЕ
0100000000,0121600000,0121610000,,,МІСТА РАЙОННОГО ПІДПОРЯДКУВАННЯ КІРОВСЬКОГО Р-НУ
0100000000,0121600000,0121610400,,М,СТАРИЙ КРИМ
0100000000,0121600000,0121655000,,,СЕЛИЩА МІСЬКОГО ТИПУ КІРОВСЬКОГО Р-НУ
0100000000,0121600000,0121655100,,Т,КІРОВСЬКЕ
0100000000,0121600000,0121680000,,,СІЛЬРАДИ КІРОВСЬКОГО Р-НУ
0100000000,0121600000,0121680100,,,АБРИКОСІВСЬКА/С.АБРИКОСІВКА
0100000000,0121600000,0121680100,0121680101,С,АБРИКОСІВКА
0100000000,0121600000,0121680100,0121680102,С,БАБЕНКОВЕ
0100000000,0121600000,0121680100,0121680103,С,КРИНИЧКИ
0100000000,0121600000,0121680100,0121680104,С,МАТРОСІВКА
0100000000,0121600000,0121680800,,,ВЛАДИСЛАВІВСЬКА/С.ВЛАДИСЛАВІВКА
0100000000,0121600000,0121680800,0121680801,С,ВЛАДИСЛАВІВКА
0100000000,0121600000,0121680800,0121680802,Щ,ВУЗЛОВЕ
0100000000,0121600000,0121681800,,,ЖУРАВСЬКА/С.ЖУРАВКИ
0100000000,0121600000,0121681800,0121681801,С,ЖУРАВКИ
0100000000,0121600000,0121681800,0121681802,С,ВИДНЕ
0100000000,0121600000,0121681800,0121681803,С,МАКІВСЬКЕ
0100000000,0121600000,0121681800,0121681804,С,НОВОПОКРОВКА
0100000000,0121600000,0121681800,0121681805,С,ТУТІВКА
0100000000,0121600000,0121682200,,,ЗОЛОТОПОЛЕНСЬКА/С.ЗОЛОТЕ ПОЛЕ
0100000000,0121600000,0121682200,0121682201,С,ЗОЛОТЕ ПОЛЕ
0100000000,0121600000,0121682200,0121682202,С,ВІДРОДЖЕННЯ
0100000000,0121600000,0121682600,,,ЛЬГОВСЬКА/С.ЛЬГОВСЬКЕ
0100000000,0121600000,0121682600,0121682601,С,ЛЬГОВСЬКЕ
0100000000,0121600000,0121682600,0121682602,С,ДОБРОЛЮБОВКА
0100000000,0121600000,0121682600,0121682603,С,ДОЛИННЕ
0100000000,0121600000,0121682600,0121682604,С,ПРУДИ
0100000000,0121600000,0121682800,,,ПАРТИЗАНСЬКА/С.ПАРТИЗАНИ
0100000000,0121600000,0121682800,0121682801,С,ПАРТИЗАНИ
0100000000,0121600000,0121682800,0121682802,С,СПАСІВКА
0100000000,0121600000,0121683000,,,ПЕРВОМАЙСЬКА/С.ПЕРВОМАЙСЬКЕ
0100000000,0121600000,0121683000,0121683001,С,ПЕРВОМАЙСЬКЕ
0100000000,0121600000,0121683000,0121683002,С,ВІДВАЖНЕ
0100000000,0121600000,0121683000,0121683003,С,ЖЕМЧУЖИНА КРИМУ
0100000000,0121600000,0121683000,0121683004,С,ІЗОБІЛЬНЕ
0100000000,0121600000,0121683000,0121683005,С,ІЗЮМІВКА
0100000000,0121600000,0121683000,0121683006,С,КЛЮЧОВЕ
0100000000,0121600000,0121683000,0121683007,С,САДОВЕ
0100000000,0121600000,0121683400,,,ПРИВІТНЕНСЬКА/С.ПРИВІТНЕ
0100000000,0121600000,0121683400,0121683401,С,ПРИВІТНЕ
0100000000,0121600000,0121683400,0121683402,С,АЙВАЗОВСЬКЕ
0100000000,0121600000,0121683900,,,СИНИЦИНСЬКА/С.СИНИЦИНЕ
0100000000,0121600000,0121683900,0121683901,С,СИНИЦИНЕ
0100000000,0121600000,0121683900,0121683902,С,ВАСИЛЬКОВЕ
0100000000,0121600000,0121683900,0121683903,С,КРАСНІВКА
0100000000,0121600000,0121684600,,,ТОКАРЄВСЬКА/С.ТОКАРЄВЕ
0100000000,0121600000,0121684600,0121684601,С,ТОКАРЄВЕ
0100000000,0121600000,0121684600,0121684605,С,ШУБИНЕ
0100000000,0121600000,0121686100,,,ЯРКОПОЛЕНСЬКА/С.ЯРКЕ ПОЛЕ
0100000000,0121600000,0121686100,0121686101,С,ЯРКЕ ПОЛЕ
0100000000,0121600000,0121686100,0121686103,С,КРАСНОСІЛЬСЬКЕ
0100000000,0121600000,0121686100,0121686105,С,НОВОФЕДОРІВКА
0100000000,0121600000,0121686100,0121686107,С,ОРІХІВКА
0100000000,0121600000,0121686100,0121686109,С,СОФІЇВКА
0100000000,0121600000,0121686100,0121686111,С,ТРУДОЛЮБІВКА
0100000000,0122000000,,,,КРАСНОГВАРДІЙСЬКИЙ РАЙОН/СМТ КРАСНОГВАРДІЙСЬКЕ
0100000000,0122000000,0122055000,,,СЕЛИЩА МІСЬКОГО ТИПУ КРАСНОГВАРДІЙСЬКОГО Р-НУ
0100000000,0122000000,0122055100,,Т,КРАСНОГВАРДІЙСЬКЕ
0100000000,0122000000,0122055100,0122055101,Щ,ВИДНЕ
0100000000,0122000000,0122055400,,Т,ОКТЯБРСЬКЕ
0100000000,0122000000,0122080000,,,СІЛЬРАДИ КРАСНОГВАРДІЙСЬКОГО Р-НУ
0100000000,0122000000,0122080300,,,ОЛЕКСАНДРІВСЬКА/С.ОЛЕКСАНДРІВКА
0100000000,0122000000,0122080300,0122080301,С,ОЛЕКСАНДРІВКА
0100000000,0122000000,0122080300,0122080302,С,КРАСНОДАРКА
0100000000,0122000000,0122080300,0122080303,С,ТИМАШІВКА
0100000000,0122000000,0122080600,,,АМУРСЬКА/С.АМУРСЬКЕ
0100000000,0122000000,0122080600,0122080601,С,АМУРСЬКЕ
0100000000,0122000000,0122080600,0122080602,С,ІСКРА
0100000000,0122000000,0122080600,0122080603,С,НОВОЗУЇВКА
0100000000,0122000000,0122080600,0122080604,С,НОВОІВАНІВКА
0100000000,0122000000,0122080600,0122080605,С,НОВООЛЕКСІЇВКА
0100000000,0122000000,0122080600,0122080606,С,ЦВІТКОВЕ
0100000000,0122000000,0122080800,,,ВОСХОДНЕНСЬКА/С.ВОСХОД
0100000000,0122000000,0122080800,0122080801,С,ВОСХОД
0100000000,0122000000,0122080800,0122080802,С,ВОЛОДИМИРОВЕ
0100000000,0122000000,0122080800,0122080803,С,ДОХОДНЕ
0100000000,0122000000,0122080800,0122080804,С,ЗОРЯ
0100000000,0122000000,0122080800,0122080805,С,ЗНАМ'ЯНКА
0100000000,0122000000,0122080800,0122080806,С,КЛИМОВЕ
0100000000,0122000000,0122080800,0122080807,С,НАХІМОВЕ
0100000000,0122000000,0122080800,0122080808,С,НОВОСІЛЬЦІ
0100000000,0122000000,0122080800,0122080809,С,ПЛОДОРОДНЕ
0100000000,0122000000,0122080800,0122080810,С,ЧАПАЄВЕ
0100000000,0122000000,0122081000,,,ЗЕРНІВСЬКА/С.ЗЕРНОВЕ
0100000000,0122000000,0122081000,0122081001,С,ЗЕРНОВЕ
0100000000,0122000000,0122081000,0122081002,С,НОВОКАТЕРИНІВКА
0100000000,0122000000,0122081400,,,КАЛІНІНСЬКА/С.КАЛІНІНЕ
0100000000,0122000000,0122081400,0122081401,С,КАЛІНІНЕ
0100000000,0122000000,0122081400,0122081402,С,ВИШНЯКІВКА
0100000000,0122000000,0122081400,0122081403,С,КОМУНАРИ
0100000000,0122000000,0122081400,0122081404,С,ПОБЄДИНЕ
0100000000,0122000000,0122081800,,,КЛЕПИНІНСЬКА/С.КЛЕПИНІНЕ
0100000000,0122000000,0122081800,0122081801,С,КЛЕПИНІНЕ
0100000000,0122000000,0122081800,0122081802,С,КАРПІВКА
0100000000,0122000000,0122081800,0122081803,С,ЯСТРУБІВКА
0100000000,0122000000,0122082200,,,КОЛОДЯЗЯНСЬКА/С.КОЛОДЯЗНЕ
0100000000,0122000000,0122082200,0122082201,С,КОЛОДЯЗНЕ
0100000000,0122000000,0122082200,0122082203,С,ДОКУЧАЄВЕ
0100000000,0122000000,0122082200,0122082205,С,ПОЛОГИ
0100000000,0122000000,0122082400,,,КОТЕЛЬНИКІВСЬКА/С.КОТЕЛЬНИКОВЕ
0100000000,0122000000,0122082400,0122082401,С,КОТЕЛЬНИКОВЕ
0100000000,0122000000,0122082400,0122082402,С,ДІБРІВСЬКЕ
0100000000,0122000000,0122082400,0122082403,С,МАШИНЕ
0100000000,0122000000,0122082600,,,КРАСНОЗНАМ'ЯНСЬКА/С.КРАСНОЗНАМ'ЯНКА
0100000000,0122000000,0122082600,0122082601,С,КРАСНОЗНАМ'ЯНКА
0100000000,0122000000,0122082600,0122082602,С,РАДУЖНЕ
0100000000,0122000000,0122082600,0122082603,С,РОГОВЕ
0100000000,0122000000,0122082600,0122082604,С,СИМОНЕНКО
0100000000,0122000000,0122082600,0122082605,С,ТИМОШЕНКО
0100000000,0122000000,0122082600,0122082606,С,ТРАКТОВЕ
0100000000,0122000000,0122082900,,,ЛЕНІНСЬКА/С.ЛЕНІНСЬКЕ
0100000000,0122000000,0122082900,0122082901,С,ЛЕНІНСЬКЕ
0100000000,0122000000,0122082900,0122082902,С,ЗВІЗДНЕ
0100000000,0122000000,0122082900,0122082904,С,ПРЯМЕ
0100000000,0122000000,0122083600,,,МАР'ЯНІВСЬКА/С.МАР'ЯНІВКА
0100000000,0122000000,0122083600,0122083601,С,МАР'ЯНІВКА
0100000000,0122000000,0122083600,0122083602,С,УЛЬЯНОВКА
0100000000,0122000000,0122083600,0122083603,С,ЩЕРБАКОВЕ
0100000000,0122000000,0122084000,,,НАЙДЬОНІВСЬКА/С.НАЙДЬОНІВКА
0100000000,0122000000,0122084000,0122084001,С,НАЙДЬОНІВКА
0100000000,0122000000,0122084000,0122084002,С,ЗОЛОТЕ
0100000000,0122000000,0122084000,0122084003,С,ОРЛІВКА
0100000000,0122000000,0122084400,,,НОВОПОКРОВСЬКА/С.НОВОПОКРОВКА
0100000000,0122000000,0122084400,0122084401,С,НОВОПОКРОВКА
0100000000,0122000000,0122084400,0122084402,С,КРАСНА ДОЛИНА
0100000000,0122000000,0122084400,0122084403,С,МИРОНІВКА
0100000000,0122000000,0122084400,0122084404,С,МУСКАТНЕ
0100000000,0122000000,0122084400,0122084405,С,НЕВСЬКЕ
0100000000,0122000000,0122084400,0122084406,С,НОВОДОЛИНКА
0100000000,0122000000,0122084400,0122084407,С,ПРОТОЧНЕ
0100000000,0122000000,0122084800,,,ПЕТРІВСЬКА/С.ПЕТРІВКА
0100000000,0122000000,0122084800,0122084801,С,ПЕТРІВКА
0100000000,0122000000,0122084800,0122084802,С,БЛИЖНЄ
0100000000,0122000000,0122084800,0122084803,С,ІЗВЕСТКОВЕ
0100000000,0122000000,0122084800,0122084804,С,КРАСНА ПОЛЯНА
0100000000,0122000000,0122084800,0122084805,С,КРЕМНІВКА
0100000000,0122000000,0122084800,0122084806,С,МИРОЛЮБІВКА
0100000000,0122000000,0122084800,0122084807,С,НОВОЕСТОНІЯ
0100000000,0122000000,0122084800,0122084808,С,ПУШКІНЕ
0100000000,0122000000,0122085300,,,ПОЛТАВСЬКА/С.ПОЛТАВКА
0100000000,0122000000,0122085300,0122085301,С,ПОЛТАВКА
0100000000,0122000000,0122085300,0122085302,С,КОМАРІВКА
0100000000,0122000000,0122085300,0122085303,С,КУРГАННЕ
0100000000,0122000000,0122085600,,,П'ЯТИХАТСЬКА/С.П'ЯТИХАТКА
0100000000,0122000000,0122085600,0122085601,С,П'ЯТИХАТКА
0100000000,0122000000,0122085600,0122085603,С,АЗОВ
0100000000,0122000000,0122085600,0122085605,С,ЗАРІЧНЕ
0100000000,0122000000,0122085600,0122085609,С,МЕНДЕЛЄЄВЕ
0100000000,0122000000,0122085600,0122085611,С,САЛГИРКА
0100000000,0122000000,0122085600,0122085613,С,ХОЛМОВЕ
0100000000,0122000000,0122086500,,,РІВНІВСЬКА/С.РІВНЕ
0100000000,0122000000,0122086500,0122086501,С,РІВНЕ
0100000000,0122000000,0122086500,0122086503,С,МОЛОЧНЕ
0100000000,0122000000,0122086500,0122086504,С,НЕКРАСОВЕ
0100000000,0122000000,0122086500,0122086505,С,НОВОМИКІЛЬСЬКЕ
0100000000,0122000000,0122088700,,,ЯНТАРНЕНСЬКА/С.ЯНТАРНЕ
