oblast_code,raion_code,settlement_name,category_label,settlement_code,rada_code,rada_name,raion_name,oblast_name
0100000000,0110000000,Міста Автономної Республіки Крим,місто,0110000000,0110000000,Міста Автономної Республіки Крим,NA,NA
0100000000,0110100000,Сімферополь,місто,0110100000,0110100000,Сімферополь,NA,NA
0100000000,0110100000,Райони М.сімферополя,місто,0110130000,0110130000,Райони М.сімферополя,NA,NA
0100000000,0110100000,"Селища Міського Типу, Підпорядковані Залізничній Райраді М.сімферополя",місто,0110165000,0110165000,"Селища Міського Типу, Підпорядковані Залізничній Райраді М.сімферополя",NA,NA
0100000000,0110100000,Аерофлотський,селище міського типу,0110165300,0110165300,Аерофлотський,NA,NA
0100000000,0110100000,Гресівський,селище міського типу,0110165600,0110165600,Гресівський,NA,NA
0100000000,0110100000,Бітумне,селище,0110165601,0110165600,Гресівський,NA,NA
0100000000,0110100000,Комсомольське,селище міського типу,0110165800,0110165800,Комсомольське,NA,NA
0100000000,0110100000,"Селища Міського Типу, Підпорядковані Київській Райраді М.сімферополя",місто,0110166000,0110166000,"Селища Міського Типу, Підпорядковані Київській Райраді М.сімферополя",NA,NA
0100000000,0110100000,Аграрне,селище міського типу,0110166200,0110166200,Аграрне,NA,NA
0100000000,0110300000,Алушта,місто,0110300000,0110300000,Алушта,NA,NA
0100000000,0110300000,"Селища Міського Типу, Підпорядковані Алуштинській Міськраді",місто,0110345000,0110345000,"Селища Міського Типу, Підпорядковані Алуштинській Міськраді",NA,NA
0100000000,0110300000,Партеніт,селище міського типу,0110345400,0110345400,Партеніт,NA,NA
0100000000,0110300000,"Сільради, Підпорядковані Алуштинській Міськраді",місто,0110390000,0110390000,"Сільради, Підпорядковані Алуштинській Міськраді",NA,NA
0100000000,0110300000,Ізобільне,село,0110390901,0110390900,NA,NA,NA
0100000000,0110300000,Верхня Кутузовка,село,0110390903,0110390900,NA,NA,NA
0100000000,0110300000,Нижня Кутузовка,село,0110390905,0110390900,NA,NA,NA
0100000000,0110300000,Розовий,селище,0110390907,0110390900,NA,NA,NA
0100000000,0110300000,Лучисте,село,0110391401,0110391400,NA,NA,NA
0100000000,0110300000,Лаванда,селище,0110391403,0110391400,NA,NA,NA
0100000000,0110300000,Семидвір�я,селище,0110391405,0110391400,NA,NA,NA
0100000000,0110300000,Малий Маяк,село,0110391801,0110391800,NA,NA,NA
0100000000,0110300000,Бондаренкове,селище,0110391802,0110391800,NA,NA,NA
0100000000,0110300000,Виноградний,село,0110391803,0110391800,NA,NA,NA
0100000000,0110300000,Запрудне,село,0110391805,0110391800,NA,NA,NA
0100000000,0110300000,Кипарисне,село,0110391807,0110391800,NA,NA,NA
0100000000,0110300000,Лаврове,село,0110391809,0110391800,NA,NA,NA
0100000000,0110300000,Лазурне,село,0110391811,0110391800,NA,NA,NA
0100000000,0110300000,Нижнє Запрудне,село,0110391813,0110391800,NA,NA,NA
0100000000,0110300000,Пушкіне,село,0110391815,0110391800,NA,NA,NA
0100000000,0110300000,Утьос,селище,0110391817,0110391800,NA,NA,NA
0100000000,0110300000,Чайка,селище,0110391818,0110391800,NA,NA,NA
0100000000,0110300000,Малоріченське,село,0110392101,0110392100,NA,NA,NA
0100000000,0110300000,Генеральське,село,0110392103,0110392100,NA,NA,NA
0100000000,0110300000,Рибаче,село,0110392105,0110392100,NA,NA,NA
0100000000,0110300000,Сонячногірське,село,0110392107,0110392100,NA,NA,NA
0100000000,0110300000,Привітне,село,0110393001,0110393000,NA,NA,NA
0100000000,0110300000,Зеленогір�я,село,0110393002,0110393000,NA,NA,NA
0100000000,0110600000,Джанкой,місто,0110600000,0110600000,Джанкой,NA,NA
0100000000,0110900000,Євпаторія,місто,0110900000,0110900000,Євпаторія,NA,NA
0100000000,0110900000,"Селища Міського Типу, Підпорядковані Євпаторійській Міськраді",місто,0110945000,0110945000,"Селища Міського Типу, Підпорядковані Євпаторійській Міськраді",NA,NA
0100000000,0110900000,Заозерне,селище міського типу,0110945300,0110945300,Заозерне,NA,NA
0100000000,0110900000,Мирний,селище міського типу,0110945600,0110945600,Мирний,NA,NA
0100000000,0110900000,Новоозерне,селище міського типу,0110945800,0110945800,Новоозерне,NA,NA
0100000000,0111200000,Керч,місто,0111200000,0111200000,Керч,NA,NA
0100000000,0111300000,Красноперекопськ,місто,0111300000,0111300000,Красноперекопськ,NA,NA
0100000000,0111400000,Саки,місто,0111400000,0111400000,Саки,NA,NA
0100000000,0111500000,Армянськ,місто,0111500000,0111500000,Армянськ,NA,NA
0100000000,0111500000,"Сільради, Підпорядковані Армянській Міськраді",місто,0111590000,0111590000,"Сільради, Підпорядковані Армянській Міськраді",NA,NA
0100000000,0111500000,Суворове,село,0111590101,0111590100,NA,NA,NA
0100000000,0111500000,Волошине,село,0111590102,0111590100,NA,NA,NA
0100000000,0111500000,Перекоп,село,0111590103,0111590100,NA,NA,NA
0100000000,0111600000,Феодосія,місто,0111600000,0111600000,Феодосія,NA,NA
0100000000,0111600000,"Селища Міського Типу, Підпорядковані Феодосійській Міськраді",місто,0111645000,0111645000,"Селища Міського Типу, Підпорядковані Феодосійській Міськраді",NA,NA
0100000000,0111600000,Курортне,селище міського типу,0111645200,0111645200,Курортне,NA,NA
0100000000,0111600000,Орджонікідзе,селище міського типу,0111645400,0111645400,Орджонікідзе,NA,NA
0100000000,0111600000,Коктебель,селище міського типу,0111645700,0111645700,Коктебель,NA,NA
0100000000,0111600000,Нанікове,село,0111645701,0111645700,Коктебель,NA,NA
0100000000,0111600000,Приморський,селище міського типу,0111646000,0111646000,Приморський,NA,NA
0100000000,0111600000,Щебетовка,селище міського типу,0111646500,0111646500,Щебетовка,NA,NA
0100000000,0111600000,Краснокам�янка,село,0111646501,0111646500,Щебетовка,NA,NA
0100000000,0111600000,"Сільради, Підпорядковані Феодосійській Міськраді",місто,0111690000,0111690000,"Сільради, Підпорядковані Феодосійській Міськраді",NA,NA
0100000000,0111600000,Берегове,село,0111690301,0111690300,NA,NA,NA
0100000000,0111600000,Степове,село,0111690303,0111690300,NA,NA,NA
0100000000,0111600000,Насипне,село,0111692901,0111692900,NA,NA,NA
0100000000,0111600000,Ближнє,село,0111692903,0111692900,NA,NA,NA
0100000000,0111600000,Виноградне,село,0111692905,0111692900,NA,NA,NA
0100000000,0111600000,Підгірне,село,0111692907,0111692900,NA,NA,NA
0100000000,0111600000,Піонерське,село,0111692909,0111692900,NA,NA,NA
0100000000,0111600000,Сонячне,село,0111692911,0111692900,NA,NA,NA
0100000000,0111600000,Южне,село,0111692913,0111692900,NA,NA,NA
0100000000,0111700000,Судак,місто,0111700000,0111700000,Судак,NA,NA
0100000000,0111700000,"Селища Міського Типу, Підпорядковані Судацькій Міськраді",місто,0111745000,0111745000,"Селища Міського Типу, Підпорядковані Судацькій Міськраді",NA,NA
0100000000,0111700000,Новий Світ,селище міського типу,0111745200,0111745200,Новий Світ,NA,NA
0100000000,0111700000,"Сільради, Підпорядковані Судацькій Міськраді",місто,0111790000,0111790000,"Сільради, Підпорядковані Судацькій Міськраді",NA,NA
0100000000,0111700000,Веселе,село,0111790201,0111790200,NA,NA,NA
0100000000,0111700000,Грушівка,село,0111790401,0111790400,NA,NA,NA
0100000000,0111700000,Перевалівка,село,0111790402,0111790400,NA,NA,NA
0100000000,0111700000,Холодівка,село,0111790403,0111790400,NA,NA,NA
0100000000,0111700000,Дачне,село,0111790701,0111790700,NA,NA,NA
0100000000,0111700000,Лісне,село,0111790702,0111790700,NA,NA,NA
0100000000,0111700000,Міжріччя,село,0111791401,0111791400,NA,NA,NA
0100000000,0111700000,Ворон,село,0111791402,0111791400,NA,NA,NA
0100000000,0111700000,Морське,село,0111791601,0111791600,NA,NA,NA
0100000000,0111700000,Громівка,село,0111791602,0111791600,NA,NA,NA
0100000000,0111700000,Сонячна Долина,село,0111792301,0111792300,NA,NA,NA
0100000000,0111700000,Багатівка,село,0111792302,0111792300,NA,NA,NA
0100000000,0111700000,Миндальне,село,0111792303,0111792300,NA,NA,NA
0100000000,0111700000,Прибережне,село,0111792304,0111792300,NA,NA,NA
0100000000,0111900000,Ялта,місто,0111900000,0111900000,Ялта,NA,NA
0100000000,0111900000,"Селища Міського Типу, Підпорядковані Ялтинській Міськраді",місто,0111945000,0111945000,"Селища Міського Типу, Підпорядковані Ялтинській Міськраді",NA,NA
0100000000,0111900000,Берегове,селище міського типу,0111945200,0111945200,Берегове,NA,NA
0100000000,0111900000,Нікіта,селище міського типу,0111945400,0111945400,Нікіта,NA,NA
0100000000,0111900000,Виноградне,селище міського типу,0111945600,0111945600,Виноградне,NA,NA
0100000000,0111900000,Восход,селище міського типу,0111945900,0111945900,Восход,NA,NA
0100000000,0111900000,Гаспра,селище міського типу,0111946200,0111946200,Гаспра,NA,NA
0100000000,0111900000,Голуба Затока,селище міського типу,0111946500,0111946500,Голуба Затока,NA,NA
0100000000,0111900000,Гурзуф,селище міського типу,0111946800,0111946800,Гурзуф,NA,NA
0100000000,0111900000,Данилівка,селище,0111946801,0111946800,Гурзуф,NA,NA
0100000000,0111900000,Лінійне,селище,0111946803,0111946800,Гурзуф,NA,NA
0100000000,0111900000,Партизанське,селище,0111946805,0111946800,Гурзуф,NA,NA
0100000000,0111900000,Кацівелі,селище міського типу,0111947000,0111947000,Кацівелі,NA,NA
0100000000,0111900000,Кореїз,селище міського типу,0111947100,0111947100,Кореїз,NA,NA
0100000000,0111900000,Краснокам�янка,селище міського типу,0111947400,0111947400,Краснокам�янка,NA,NA
0100000000,0111900000,Курпати,селище міського типу,0111947700,0111947700,Курпати,NA,NA
0100000000,0111900000,Лівадія,селище міського типу,0111947900,0111947900,Лівадія,NA,NA
0100000000,0111900000,Високогірне,селище,0111947901,0111947900,Лівадія,NA,NA
0100000000,0111900000,Гірне,селище,0111947903,0111947900,Лівадія,NA,NA
0100000000,0111900000,Куйбишеве,селище,0111947905,0111947900,Лівадія,NA,NA
0100000000,0111900000,Охотниче,селище,0111947907,0111947900,Лівадія,NA,NA
0100000000,0111900000,Масандра,селище міського типу,0111948100,0111948100,Масандра,NA,NA
0100000000,0111900000,Ореанда,селище міського типу,0111948300,0111948300,Ореанда,NA,NA
0100000000,0111900000,Відрадне,селище міського типу,0111948500,0111948500,Відрадне,NA,NA
0100000000,0111900000,Паркове,селище міського типу,0111948700,0111948700,Паркове,NA,NA
0100000000,0111900000,Понизівка,селище міського типу,0111948900,0111948900,Понизівка,NA,NA
0100000000,0111900000,Санаторне,селище міського типу,0111949100,0111949100,Санаторне,NA,NA
0100000000,0111900000,Сімеїз,селище міського типу,0111949300,0111949300,Сімеїз,NA,NA
0100000000,0111900000,Оползневе,село,0111949301,0111949300,Сімеїз,NA,NA
0100000000,0111900000,Совєтське,селище міського типу,0111949500,0111949500,Совєтське,NA,NA
0100000000,0111900000,Форос,селище міського типу,0111949700,0111949700,Форос,NA,NA
0100000000,0111900000,Олива,селище,0111949701,0111949700,Форос,NA,NA
0100000000,0111900000,"Міста, Підпорядковані Ялтинській Міськраді",місто,0111970000,0111970000,"Міста, Підпорядковані Ялтинській Міськраді",NA,NA
0100000000,0111900000,Алупка,місто,0111970200,0111970200,Алупка,NA,NA
0100000000,0120000000,Райони Автономної Республіки Крим,місто,0120000000,0120000000,Райони Автономної Республіки Крим,NA,NA
0100000000,0120400000,Міста Районного Підпорядкування Бахчисарайського Р-Ну,місто,0120410000,0120410000,Міста Районного Підпорядкування Бахчисарайського Р-Ну,NA,NA
0100000000,0120400000,Бахчисарай,місто,0120410100,0120410100,Бахчисарай,NA,NA
0100000000,0120400000,"Селища Міського Типу, Підпорядковані Бахчисарайській Міськраді",місто,0120445000,0120445000,"Селища Міського Типу, Підпорядковані Бахчисарайській Міськраді",NA,NA
0100000000,0120400000,Научний,селище міського типу,0120445100,0120445100,Научний,NA,NA
0100000000,0120400000,Селища Міського Типу Бахчисарайського Р-Ну,місто,0120455000,0120455000,Селища Міського Типу Бахчисарайського Р-Ну,NA,NA
0100000000,0120400000,Куйбишеве,селище міського типу,0120455300,0120455300,Куйбишеве,NA,NA
0100000000,0120400000,Велике Садове,село,0120455301,0120455300,Куйбишеве,NA,NA
0100000000,0120400000,Високе,село,0120455302,0120455300,Куйбишеве,NA,NA
0100000000,0120400000,Мале Садове,село,0120455303,0120455300,Куйбишеве,NA,NA
0100000000,0120400000,Новоульянівка,село,0120455304,0120455300,Куйбишеве,NA,NA
0100000000,0120400000,Танкове,село,0120455305,0120455300,Куйбишеве,NA,NA
0100000000,0120400000,Поштове,селище міського типу,0120455600,0120455600,Поштове,NA,NA
0100000000,0120400000,Завітне,село,0120455601,0120455600,Поштове,NA,NA
0100000000,0120400000,Зубакіне,село,0120455602,0120455600,Поштове,NA,NA
0100000000,0120400000,Казанки,село,0120455603,0120455600,Поштове,NA,NA
0100000000,0120400000,Малинівка,село,0120455604,0120455600,Поштове,NA,NA
0100000000,0120400000,Нововасилівка,село,0120455605,0120455600,Поштове,NA,NA
0100000000,0120400000,Новопавлівка,село,0120455606,0120455600,Поштове,NA,NA
0100000000,0120400000,Приятне Свідання,село,0120455607,0120455600,Поштове,NA,NA
0100000000,0120400000,Ростуче,село,0120455608,0120455600,Поштове,NA,NA
0100000000,0120400000,Самохвалове,село,0120455609,0120455600,Поштове,NA,NA
0100000000,0120400000,Севастянівка,село,0120455610,0120455600,Поштове,NA,NA
0100000000,0120400000,Стальне,селище,0120455611,0120455600,Поштове,NA,NA
0100000000,0120400000,Тополі,село,0120455612,0120455600,Поштове,NA,NA
0100000000,0120400000,Сільради Бахчисарайського Р-Ну,місто,0120480000,0120480000,Сільради Бахчисарайського Р-Ну,NA,NA
0100000000,0120400000,Ароматне,село,0120480401,0120480400,NA,NA,NA
0100000000,0120400000,Вікторівка,село,0120480402,0120480400,NA,NA,NA
0100000000,0120400000,Маловидне,село,0120480403,0120480400,NA,NA,NA
0100000000,0120400000,Рєпіне,село,0120480404,0120480400,NA,NA,NA
0100000000,0120400000,Розове,село,0120480405,0120480400,NA,NA,NA
0100000000,0120400000,Верхоріччя,село,0120480801,0120480800,NA,NA,NA
0100000000,0120400000,Баштанівка,село,0120480802,0120480800,NA,NA,NA
0100000000,0120400000,Кудрине,село,0120480803,0120480800,NA,NA,NA
0100000000,0120400000,Машине,село,0120480804,0120480800,NA,NA,NA
0100000000,0120400000,Передущельне,село,0120480806,0120480800,NA,NA,NA
0100000000,0120400000,Синапне,село,0120480807,0120480800,NA,NA,NA
0100000000,0120400000,Віліне,село,0120481301,0120481300,NA,NA,NA
0100000000,0120400000,Розсадне,село,0120481302,0120481300,NA,NA,NA
0100000000,0120400000,Голубинка,село,0120481901,0120481900,NA,NA,NA
0100000000,0120400000,Аромат,село,0120481902,0120481900,NA,NA,NA
0100000000,0120400000,Багата Ущелина,село,0120481903,0120481900,NA,NA,NA
0100000000,0120400000,Нижня Голубинка,село,0120481904,0120481900,NA,NA,NA
0100000000,0120400000,Новопілля,село,0120481905,0120481900,NA,NA,NA
0100000000,0120400000,Поляна,село,0120481906,0120481900,NA,NA,NA
0100000000,0120400000,Путилівка,село,0120481907,0120481900,NA,NA,NA
0100000000,0120400000,Соколине,село,0120481908,0120481900,NA,NA,NA
0100000000,0120400000,Сонячносілля,село,0120481909,0120481900,NA,NA,NA
0100000000,0120400000,Долинне,село,0120482201,0120482200,NA,NA,NA
0100000000,0120400000,Новеньке,село,0120482202,0120482200,NA,NA,NA
0100000000,0120400000,Фурмановка,село,0120482203,0120482200,NA,NA,NA
0100000000,0120400000,Залізничне,село,0120482501,0120482500,NA,NA,NA
0100000000,0120400000,Білокам�яне,село,0120482502,0120482500,NA,NA,NA
0100000000,0120400000,Дачне,село,0120482503,0120482500,NA,NA,NA
0100000000,0120400000,Мостове,село,0120482504,0120482500,NA,NA,NA
0100000000,0120400000,Річне,село,0120482505,0120482500,NA,NA,NA
0100000000,0120400000,Сирень,селище,0120482506,0120482500,NA,NA,NA
0100000000,0120400000,Тургенєвка,село,0120482507,0120482500,NA,NA,NA
0100000000,0120400000,Зелене,село,0120482901,0120482900,NA,NA,NA
0100000000,0120400000,Богатир,село,0120482902,0120482900,NA,NA,NA
0100000000,0120400000,Многоріччя,село,0120482903,0120482900,NA,NA,NA
0100000000,0120400000,Нагірне,село,0120482904,0120482900,NA,NA,NA
0100000000,0120400000,Плотинне,село,0120482905,0120482900,NA,NA,NA
0100000000,0120400000,Щасливе,село,0120482906,0120482900,NA,NA,NA
0100000000,0120400000,Каштани,село,0120483601,0120483600,NA,NA,NA
0100000000,0120400000,Відрадне,село,0120483602,0120483600,NA,NA,NA
0100000000,0120400000,Кочергіне,село,0120483603,0120483600,NA,NA,NA
0100000000,0120400000,Шевченкове,село,0120483604,0120483600,NA,NA,NA
0100000000,0120400000,Красний Мак,село,0120483901,0120483900,NA,NA,NA
0100000000,0120400000,Залісне,село,0120483902,0120483900,NA,NA,NA
0100000000,0120400000,Холмівка,село,0120483903,0120483900,NA,NA,NA
0100000000,0120400000,Ходжа Сала,село,0120483905,0120483900,NA,NA,NA
0100000000,0120400000,Піщане,село,0120484401,0120484400,NA,NA,NA
0100000000,0120400000,Берегове,село,0120484402,0120484400,NA,NA,NA
0100000000,0120400000,Плодове,село,0120484601,0120484600,NA,NA,NA
0100000000,0120400000,Брянське,село,0120484602,0120484600,NA,NA,NA
0100000000,0120400000,Гірка,село,0120484603,0120484600,NA,NA,NA
0100000000,0120400000,Дібрівка,село,0120484604,0120484600,NA,NA,NA
0100000000,0120400000,Дорожнє,село,0120484605,0120484600,NA,NA,NA
0100000000,0120400000,Скалисте,село,0120485001,0120485000,NA,NA,NA
0100000000,0120400000,Глибокий Яр,село,0120485002,0120485000,NA,NA,NA
0100000000,0120400000,Прохладне,село,0120485003,0120485000,NA,NA,NA
0100000000,0120400000,Трудолюбівка,село,0120485004,0120485000,NA,NA,NA
0100000000,0120400000,Табачне,село,0120485501,0120485500,NA,NA,NA
0100000000,0120400000,Тінисте,село,0120486201,0120486200,NA,NA,NA
0100000000,0120400000,Айвове,село,0120486202,0120486200,NA,NA,NA
0100000000,0120400000,Красна Зоря,село,0120486203,0120486200,NA,NA,NA
0100000000,0120400000,Некрасовка,село,0120486204,0120486200,NA,NA,NA
0100000000,0120400000,Суворове,село,0120486205,0120486200,NA,NA,NA
0100000000,0120400000,Углове,село,0120488401,0120488400,NA,NA,NA
0100000000,0120700000,Міста Районного Підпорядкування Білогірського Р-Ну,місто,0120710000,0120710000,Міста Районного Підпорядкування Білогірського Р-Ну,NA,NA
0100000000,0120700000,Білогірськ,місто,0120710100,0120710100,Білогірськ,NA,NA
0100000000,0120700000,Селища Міського Типу Білогірського Р-Ну,місто,0120755000,0120755000,Селища Міського Типу Білогірського Р-Ну,NA,NA
0100000000,0120700000,Зуя,селище міського типу,0120755300,0120755300,Зуя,NA,NA
0100000000,0120700000,Баланове,село,0120755301,0120755300,Зуя,NA,NA
0100000000,0120700000,Барабанове,село,0120755302,0120755300,Зуя,NA,NA
0100000000,0120700000,Верхні Орішники,село,0120755303,0120755300,Зуя,NA,NA
0100000000,0120700000,Володимирівка,село,0120755305,0120755300,Зуя,NA,NA
0100000000,0120700000,Литвиненкове,село,0120755307,0120755300,Зуя,NA,NA
0100000000,0120700000,Нижні Орішники,село,0120755308,0120755300,Зуя,NA,NA
0100000000,0120700000,Петрове,село,0120755309,0120755300,Зуя,NA,NA
0100000000,0120700000,Українка,село,0120755310,0120755300,Зуя,NA,NA
0100000000,0120700000,Сільради Білогірського Р-Ну,місто,0120780000,0120780000,Сільради Білогірського Р-Ну,NA,NA
0100000000,0120700000,Ароматне,село,0120780401,0120780400,NA,NA,NA
0100000000,0120700000,Красногірське,село,0120780402,0120780400,NA,NA,NA
0100000000,0120700000,Курортне,село,0120780403,0120780400,NA,NA,NA
0100000000,0120700000,Багате,село,0120780801,0120780800,NA,NA,NA
0100000000,0120700000,Горлинка,село,0120780802,0120780800,NA,NA,NA
0100000000,0120700000,Красна Слобода,село,0120780803,0120780800,NA,NA,NA
0100000000,0120700000,Мелехове,село,0120780804,0120780800,NA,NA,NA
0100000000,0120700000,Поворотне,село,0120780805,0120780800,NA,NA,NA
0100000000,0120700000,Руське,село,0120780806,0120780800,NA,NA,NA
0100000000,0120700000,Черемисівка,село,0120780807,0120780800,NA,NA,NA
0100000000,0120700000,Василівка,село,0120781301,0120781300,NA,NA,NA
0100000000,0120700000,Малинівка,село,0120781303,0120781300,NA,NA,NA
0100000000,0120700000,Некрасове,село,0120781304,0120781300,NA,NA,NA
0100000000,0120700000,Павлівка,село,0120781305,0120781300,NA,NA,NA
0100000000,0120700000,Пролом,село,0120781306,0120781300,NA,NA,NA
0100000000,0120700000,Сєверне,село,0120781307,0120781300,NA,NA,NA
0100000000,0120700000,Вишенне,село,0120781901,0120781900,NA,NA,NA
0100000000,0120700000,Біла Скеля,село,0120781902,0120781900,NA,NA,NA
0100000000,0120700000,Миронівка,село,0120781903,0120781900,NA,NA,NA
0100000000,0120700000,Зеленогірське,село,0120782501,0120782500,NA,NA,NA
0100000000,0120700000,Балки,село,0120782502,0120782500,NA,NA,NA
0100000000,0120700000,Міжгір�я,село,0120782503,0120782500,NA,NA,NA
0100000000,0120700000,Новогригорівка,село,0120782505,0120782500,NA,NA,NA
0100000000,0120700000,Новокленове,село,0120782506,0120782500,NA,NA,NA
0100000000,0120700000,Овражки,село,0120782507,0120782500,NA,NA,NA
0100000000,0120700000,Олександрівка,село,0120782508,0120782500,NA,NA,NA
0100000000,0120700000,Пасічне,село,0120782509,0120782500,NA,NA,NA
0100000000,0120700000,Пчолине,село,0120782510,0120782500,NA,NA,NA
0100000000,0120700000,Яковлівка,село,0120782511,0120782500,NA,NA,NA
0100000000,0120700000,Земляничне,село,0120782701,0120782700,NA,NA,NA
0100000000,0120700000,Оленівка,село,0120782702,0120782700,NA,NA,NA
0100000000,0120700000,Опитне,село,0120782703,0120782700,NA,NA,NA
0100000000,0120700000,Радісне,село,0120782704,0120782700,NA,NA,NA
0100000000,0120700000,Родники,село,0120782705,0120782700,NA,NA,NA
0100000000,0120700000,Синьокам�янка,село,0120782706,0120782700,NA,NA,NA
0100000000,0120700000,Учебне,село,0120782707,0120782700,NA,NA,NA
0100000000,0120700000,Зибини,село,0120782901,0120782900,NA,NA,NA
0100000000,0120700000,Мельники,село,0120782902,0120782900,NA,NA,NA
0100000000,0120700000,Криничне,село,0120783401,0120783400,NA,NA,NA
0100000000,0120700000,Алексєєвка,село,0120783402,0120783400,NA,NA,NA
0100000000,0120700000,Голованівка,село,0120783404,0120783400,NA,NA,NA
0100000000,0120700000,Карасівка,село,0120783405,0120783400,NA,NA,NA
0100000000,0120700000,Кирпичне,село,0120783406,0120783400,NA,NA,NA
0100000000,0120700000,Красноселівка,село,0120783407,0120783400,NA,NA,NA
0100000000,0120700000,Яблучне,село,0120783409,0120783400,NA,NA,NA
0100000000,0120700000,Кримська Роза,село,0120783601,0120783600,NA,NA,NA
0100000000,0120700000,Вишневе,село,0120783603,0120783600,NA,NA,NA
0100000000,0120700000,Курське,село,0120783801,0120783800,NA,NA,NA
0100000000,0120700000,Тополівка,село,0120783802,0120783800,NA,NA,NA
0100000000,0120700000,Мельничне,село,0120784201,0120784200,NA,NA,NA
0100000000,0120700000,Ударне,село,0120784202,0120784200,NA,NA,NA
0100000000,0120700000,Мічурінське,село,0120784601,0120784600,NA,NA,NA
0100000000,0120700000,Лічебне,село,0120784602,0120784600,NA,NA,NA
0100000000,0120700000,Муромське,село,0120785001,0120785000,NA,NA,NA
0100000000,0120700000,Дивне,село,0120785002,0120785000,NA,NA,NA
0100000000,0120700000,Кривцове,село,0120785003,0120785000,NA,NA,NA
0100000000,0120700000,Сінне,село,0120785005,0120785000,NA,NA,NA
0100000000,0120700000,Хлібне,село,0120785006,0120785000,NA,NA,NA
0100000000,0120700000,Новожилівка,село,0120785801,0120785800,NA,NA,NA
0100000000,0120700000,Аннівка,село,0120785802,0120785800,NA,NA,NA
0100000000,0120700000,Новоолександрівка,село,0120785803,0120785800,NA,NA,NA
0100000000,0120700000,Тургенєве,село,0120785804,0120785800,NA,NA,NA
0100000000,0120700000,Русаківка,село,0120786301,0120786300,NA,NA,NA
0100000000,0120700000,Лугове,село,0120786302,0120786300,NA,NA,NA
0100000000,0120700000,Цвіточне,село,0120788401,0120788400,NA,NA,NA
0100000000,0120700000,Долинівка,село,0120788402,0120788400,NA,NA,NA
0100000000,0120700000,Чорнопілля,село,0120788801,0120788800,NA,NA,NA
0100000000,0120700000,Дозорне,село,0120788802,0120788800,NA,NA,NA
0100000000,0120700000,Кизилівка,село,0120788803,0120788800,NA,NA,NA
0100000000,0120700000,Ульяновка,село,0120788804,0120788800,NA,NA,NA
0100000000,0121100000,Селища Міського Типу Джанкойського Р-Ну,місто,0121155000,0121155000,Селища Міського Типу Джанкойського Р-Ну,NA,NA
0100000000,0121100000,Азовське,селище міського типу,0121155200,0121155200,Азовське,NA,NA
0100000000,0121100000,Вільне,селище міського типу,0121155400,0121155400,Вільне,NA,NA
0100000000,0121100000,Сільради Джанкойського Р-Ну,місто,0121180000,0121180000,Сільради Джанкойського Р-Ну,NA,NA
0100000000,0121100000,Єрмакове,село,0121180601,0121180600,NA,NA,NA
0100000000,0121100000,Вітвисте,село,0121180602,0121180600,NA,NA,NA
0100000000,0121100000,Копані,село,0121180603,0121180600,NA,NA,NA
0100000000,0121100000,Островське,село,0121180604,0121180600,NA,NA,NA
0100000000,0121100000,Придорожнє,село,0121180605,0121180600,NA,NA,NA
0100000000,0121100000,Солоне Озеро,село,0121180606,0121180600,NA,NA,NA
0100000000,0121100000,Стовпове,село,0121180607,0121180600,NA,NA,NA
0100000000,0121100000,Завіт-Ленінський,село,0121180801,0121180800,NA,NA,NA
0100000000,0121100000,Зелений Яр,село,0121180802,0121180800,NA,NA,NA
0100000000,0121100000,Мартинівка,село,0121180803,0121180800,NA,NA,NA
0100000000,0121100000,Мілководне,село,0121180804,0121180800,NA,NA,NA
0100000000,0121100000,Пушкіне,село,0121180805,0121180800,NA,NA,NA
0100000000,0121100000,Солонцеве,село,0121180806,0121180800,NA,NA,NA
0100000000,0121100000,Зарічне,село,0121181301,0121181300,NA,NA,NA
0100000000,0121100000,Армійське,село,0121181302,0121181300,NA,NA,NA
0100000000,0121100000,Болотне,село,0121181303,0121181300,NA,NA,NA
0100000000,0121100000,Митюрине,селище,0121181305,0121181300,NA,NA,NA
0100000000,0121100000,Низинне,село,0121181306,0121181300,NA,NA,NA
0100000000,0121100000,Перепілкине,село,0121181307,0121181300,NA,NA,NA
0100000000,0121100000,Суміжне,село,0121181308,0121181300,NA,NA,NA
0100000000,0121100000,Ізумрудне,село,0121181501,0121181500,NA,NA,NA
0100000000,0121100000,Дмитрівка,село,0121181502,0121181500,NA,NA,NA
0100000000,0121100000,Калинівка,село,0121181503,0121181500,NA,NA,NA
0100000000,0121100000,Мічурінівка,село,0121181504,0121181500,NA,NA,NA
0100000000,0121100000,Новостепове,село,0121181505,0121181500,NA,NA,NA
0100000000,0121100000,Овочеве,село,0121181506,0121181500,NA,NA,NA
0100000000,0121100000,Кіндратове,село,0121181701,0121181700,NA,NA,NA
0100000000,0121100000,Дорожнє,селище,0121181702,0121181700,NA,NA,NA
0100000000,0121100000,Рубинівка,село,0121181703,0121181700,NA,NA,NA
0100000000,0121100000,Совєтське,село,0121181704,0121181700,NA,NA,NA
0100000000,0121100000,Кримка,село,0121181801,0121181800,NA,NA,NA
0100000000,0121100000,Лобанове,село,0121181901,0121181900,NA,NA,NA
0100000000,0121100000,Жилине,село,0121181903,0121181900,NA,NA,NA
0100000000,0121100000,Мар�їне,село,0121181904,0121181900,NA,NA,NA
0100000000,0121100000,Орденоносне,село,0121181905,0121181900,NA,NA,NA
